site_id,sensor,period,valid_frac,B2,B3,B4,B8,B11,B12,NDVI,NDWI,VV,VH,VV_minus_VH
treatment_0023,sentinel1,change,1.0,,,,,,,,,-0.18780134618282318,0.10610103607177734,-0.29390236735343933
treatment_0024,sentinel2,before,1.0,0.02983180433511734,0.04706995189189911,0.027231663465499878,0.3683432340621948,0.18216004967689514,0.07780986279249191,0.8609315156936646,-0.7721565365791321,,,
treatment_0024,sentinel2,after,1.0,0.018760764971375465,0.03841586038470268,0.038045357912778854,0.24597327411174774,0.1909954994916916,0.09725247323513031,0.7279064059257507,-0.728951096534729,,,
treatment_0024,sentinel2,change,1.0,-0.011071042157709599,-0.008654087781906128,0.010813690721988678,-0.12236995249986649,0.00883544236421585,0.019442608579993248,-0.13302509486675262,0.04320535808801651,,,
treatment_0024,sentinel1,before,1.0,,,,,,,,,-9.13031005859375,-15.6707181930542,6.54041051864624
treatment_0024,sentinel1,after,1.0,,,,,,,,,-9.199450492858887,-14.962407112121582,5.762956619262695
treatment_0024,sentinel1,change,1.0,,,,,,,,,-0.06914034485816956,0.7083131670951843,-0.7774534821510315
treatment_0025,sentinel2,before,0.9900990099009901,0.022568704560399055,0.03956267237663269,0.022562257945537567,0.3557414412498474,0.16274486482143402,0.06794734299182892,0.8799600601196289,-0.7990327477455139,,,
treatment_0025,sentinel2,after,0.9900990099009901,0.013933743350207806,0.034711647778749466,0.028423981741070747,0.2517060935497284,0.16584405303001404,0.08001162856817245,0.7952208518981934,-0.7568781971931458,,,
treatment_0025,sentinel2,change,0.9900990099009901,-0.00863496121019125,-0.004851024132221937,0.005861722864210606,-0.10403531789779663,0.003099197754636407,0.012064287438988686,-0.08473921567201614,0.042154476046562195,,,
treatment_0025,sentinel1,before,0.9900990099009901,,,,,,,,,-8.621288299560547,-15.251524925231934,6.630236625671387
treatment_0025,sentinel1,after,0.9900990099009901,,,,,,,,,-8.817230224609375,-14.71944808959961,5.902217864990234
treatment_0025,sentinel1,change,0.9900990099009901,,,,,,,,,-0.19594189524650574,0.5320772528648376,-0.7280190587043762
treatment_0027,sentinel2,before,1.0,0.027474556118249893,0.04595884680747986,0.030189309269189835,0.2759525179862976,0.15073220431804657,0.07003644108772278,0.7396661639213562,-0.6506500840187073,,,
treatment_0027,sentinel2,after,1.0,0.018444348126649857,0.03919178619980812,0.03688912093639374,0.1926717460155487,0.15881431102752686,0.08812694996595383,0.5802533030509949,-0.5589154362678528,,,
treatment_0027,sentinel2,change,1.0,-0.009030208922922611,-0.0067670620046556,0.00669981399551034,-0.08328079432249069,0.00808210950344801,0.0180905070155859,-0.15941280126571655,0.09173467010259628,,,
treatment_0027,sentinel1,before,0.9998039407901186,,,,,,,,,-9.864694595336914,-16.159025192260742,6.294332027435303
