site_id,sensor,band,valid_before,valid_after,valid_both,chg_p01,chg_p05,chg_p50,chg_p95,chg_p99,frac_below_t1,frac_below_t2
counterfactual_0012_03,sentinel2,NDVI,1.0,1.0,1.0,-0.14020133018493652,-0.10334312915802002,-0.033458709716796875,0.15857845544815063,0.24295800924301147,0.05764140770512695,0.00039211841976276833
counterfactual_0012_03,sentinel1,VV,1.0,1.0,1.0,-3.4769201278686523,-2.493197441101074,-0.2304067611694336,2.0339770317077637,3.0483012199401855,0.09920596019998039,0.0031369473581021466
counterfactual_0012_04,sentinel2,NDVI,1.0,1.0,1.0,-0.16588091850280762,-0.11932104825973511,-0.03546249866485596,0.019051194190979004,0.0421258807182312,0.09195176943436918,0.0037251249877462995
counterfactual_0012_04,sentinel1,VV,1.0,1.0,1.0,-3.319056987762451,-2.3020858764648438,-0.056593894958496094,2.0930538177490234,3.0372447967529297,0.07362023331045976,0.003333006567983531
counterfactual_0012_05,sentinel2,NDVI,0.9999019703950593,0.9999019703950593,0.9999019703950593,-0.21411551773548126,-0.13213382363319398,-0.04400566220283508,0.11922760009765618,0.2635473218560219,0.1365686274509804,0.01215686274509804
counterfactual_0012_05,sentinel1,VV,0.9999019703950593,0.9999019703950593,0.9999019703950593,-3.4001079034805297,-2.4527466773986815,-0.23177576065063477,2.08745002746582,3.0151259136199986,0.09666666666666666,0.004019607843137255
counterfactual_0012_06,sentinel2,NDVI,1.0,1.0,1.0,-0.2883337736129761,-0.17879155278205872,-0.028745651245117188,0.0181005597114563,0.043553829193115234,0.15057347318890305,0.037349279482403686
counterfactual_0012_06,sentinel1,VV,1.0,1.0,1.0,-3.6274805068969727,-2.5851540565490723,-0.1997356414794922,2.182929039001465,3.310150146484375,0.10518576610136261,0.005489657876678757
counterfactual_0012_07,sentinel2,NDVI,1.0,1.0,1.0,-0.2561068534851074,-0.20608395338058472,-0.08287471532821655,0.04593515396118164,0.10251671075820923,0.4150573473188903,0.05970002940888148
counterfactual_0012_07,sentinel1,VV,1.0,1.0,1.0,-3.3765511512756348,-2.496090888977051,-0.13853931427001953,2.15451717376709,3.1834287643432617,0.09891187138515832,0.002450740123517302
counterfactual_0012_08,sentinel2,NDVI,1.0,1.0,1.0,-0.17872309684753418,-0.1298338770866394,-0.03873962163925171,0.015412628650665283,0.05517876148223877,0.1139104009410842,0.005195569061856681
counterfactual_0012_08,sentinel1,VV,1.0,1.0,1.0,-3.3402204513549805,-2.4073781967163086,-0.1546039581298828,2.0871782302856445,3.0395641326904297,0.08626605234780904,0.0027448289383393784
counterfactual_0012_09,sentinel2,NDVI,1.0,1.0,1.0,-0.12950140237808228,-0.09156966209411621,-0.01671457290649414,0.10806500911712646,0.13908517360687256,0.03382021370453877,0.0005881776296441525
counterfactual_0012_09,sentinel1,VV,1.0,1.0,1.0,-3.5718841552734375,-2.6279029846191406,-0.2621316909790039,1.9998292922973633,2.928098678588867,0.10822468385452406,0.005587687481619449
counterfactual_0012_10,sentinel2,NDVI,1.0,1.0,1.0,-0.36481744050979614,-0.28511369228363037,-0.039463818073272705,0.009805083274841309,0.031379878520965576,0.23350651896872857,0.09793157533575139
counterfactual_0012_10,sentinel1,VV,1.0,1.0,1.0,-3.927300453186035,-2.649073600769043,-0.15494632720947266,2.4464292526245117,3.7247252464294434,0.1114596608175669,0.008528575629840211
counterfactual_0013_01,sentinel2,NDVI,1.0,1.0,1.0,-0.3097047209739685,-0.21481937170028687,-0.027542293071746826,0.04146742820739746,0.07771551609039307,0.19311832173316343,0.06185668071757671
counterfactual_0013_01,sentinel1,VV,1.0,1.0,1.0,-4.317981719970703,-3.138169288635254,-0.32854366302490234,2.5612077713012695,3.832235336303711,0.16655229879423586,0.016567003234976962
counterfactual_0013_02,sentinel2,NDVI,1.0,1.0,1.0,-0.18580812215805054,-0.13236898183822632,-0.023060083389282227,0.04810422658920288,0.08100557327270508,0.12204685815116165,0.005685717086560141
counterfactual_0013_02,sentinel1,VV,1.0,1.0,1.0,-3.3918333053588867,-2.423598289489746,-0.17868709564208984,2.0275936126708984,2.9624032974243164,0.08754043721203804,0.00235271051857661
counterfactual_0013_03,sentinel2,NDVI,1.0,1.0,1.0,-0.17959117889404297,-0.1232520341873169,-0.014898717403411865,0.06156867742538452,0.13636881113052368,0.09636310165670033,0.006077835506322909
counterfactual_0013_03,sentinel1,VV,1.0,1.0,1.0,-3.449432373046875,-2.4114456176757812,-0.14627552032470703,2.089967727661133,3.05924129486084,0.08773649642191941,0.0034310361729242233
counterfactual_0013_04,sentinel2,NDVI,1.0,1.0,1.0,-0.14781171083450317,-0.11703938245773315,-0.03871709108352661,0.037593305110931396,0.10439532995223999,0.10302911479266738,9.802960494069208e-05
counterfactual_0013_04,sentinel1,VV,1.0,1.0,1.0,-3.8005638122558594,-2.652933120727539,-0.24968194961547852,2.0360107421875,2.9753236770629883,0.107930595039702,0.0068620723458484465
counterfactual_0013_05,sentinel2,NDVI,0.9900990099009901,0.9900990099009901,0.9900990099009901,-0.25029167890548704,-0.2010074585676193,-0.06113913655281067,0.11732402741909025,0.2283302617073061,0.3230693069306931,0.05089108910891089
counterfactual_0013_05,sentinel1,VV,0.9900990099009901,0.9900990099009901,0.9900990099009901,-3.5117776823043823,-2.5778520107269287,-0.08353948593139648,2.3334275364875787,3.4412229919433597,0.0999009900990099,0.003663366336633663
counterfactual_0013_06,sentinel2,NDVI,1.0,1.0,1.0,-0.330169141292572,-0.2351996898651123,-0.045632004737854004,0.021320343017578125,0.050130605697631836,0.2181158709930399,0.07420841094010391
counterfactual_0013_06,sentinel1,VV,1.0,1.0,1.0,-4.269692420959473,-3.0712766647338867,-0.18222379684448242,2.5081043243408203,3.7122325897216797,0.14959317713949613,0.015782766395451425
counterfactual_0013_07,sentinel2,NDVI,1.0,1.0,1.0,-0.15282541513442993,-0.1082351803779602,-0.026080310344696045,0.030906975269317627,0.06371593475341797,0.06636604254484854,0.0028428585432800704
counterfactual_0013_07,sentinel1,VV,1.0,1.0,1.0,-3.5466651916503906,-2.497659683227539,-0.2115921974182129,2.0368833541870117,2.9205517768859863,0.10185275953337908,0.004509361827271836
counterfactual_0013_08,sentinel2,NDVI,1.0,1.0,1.0,-0.21569818258285522,-0.13794612884521484,-0.02830725908279419,0.04638087749481201,0.09100574254989624,0.1140084305460249,0.013822174296637584
counterfactual_0013_08,sentinel1,VV,1.0,1.0,1.0,-3.487992286682129,-2.461716651916504,-0.17817401885986328,2.0740556716918945,3.125941276550293,0.09489265758258994,0.00421527301244976
counterfactual_0013_09,sentinel2,NDVI,1.0,1.0,1.0,-0.2864617705345154,-0.1980847716331482,-0.032512366771698,0.06381583213806152,0.13925111293792725,0.2079207920792079,0.04921086168022743
counterfactual_0013_09,sentinel1,VV,1.0,1.0,1.0,-3.754793643951416,-2.7124595642089844,-0.2955007553100586,2.1599559783935547,3.233114242553711,0.12077247328693265,0.006666013135967062
counterfactual_0013_10,sentinel2,NDVI,1.0,1.0,1.0,-0.2135258913040161,-0.16518700122833252,-0.06772363185882568,0.02199321985244751,0.06579381227493286,0.2935986667973728,0.01646897363003627
counterfactual_0013_10,sentinel1,VV,1.0,1.0,1.0,-3.590705394744873,-2.6402645111083984,-0.27876949310302734,2.094088554382324,3.2063674926757812,0.11322419370649936,0.004411332222331144
counterfactual_0014_01,sentinel2,NDVI,1.0,1.0,1.0,-0.16961830854415894,-0.07813650369644165,-0.012836933135986328,0.030289828777313232,0.09962403774261475,0.03146750318596216,0.007744338790314675
counterfactual_0014_01,sentinel1,VV,1.0,1.0,1.0,-3.657562255859375,-2.5941286087036133,-0.11099815368652344,2.181516647338867,3.240513324737549,0.10322517400254877,0.005881776296441525
counterfactual_0014_02,sentinel2,NDVI,1.0,1.0,1.0,-0.1784401535987854,-0.12084078788757324,-0.03200620412826538,0.07571381330490112,0.18084537982940674,0.08969708852073326,0.006666013135967062
counterfactual_0014_02,sentinel1,VV,1.0,1.0,1.0,-4.262660026550293,-3.017256259918213,-0.21116161346435547,2.5228118896484375,3.6863937377929688,0.14704440741103814,0.0136261150867562
counterfactual_0014_03,sentinel2,NDVI,0.9900990099009901,0.9900990099009901,0.9900990099009901,-0.24288185477256774,-0.15752670168876648,-0.012948185205459595,0.2470670312643051,0.28628326892852785,0.08257425742574258,0.02603960396039604
counterfactual_0014_03,sentinel1,VV,0.9900990099009901,0.9900990099009901,0.9900990099009901,-3.4592050743103027,-2.546242904663086,-0.2615809440612793,2.085209369659421,2.955100612640384,0.1104950495049505,0.0030693069306930694
counterfactual_0014_04,sentinel2,NDVI,0.9900990099009901,0.9900990099009901,0.9900990099009901,-0.13816898703575134,-0.10014871060848236,-0.027147740125656128,0.06434306800365423,0.2015948671102525,0.0505940594059406,0.0007920792079207921
counterfactual_0014_04,sentinel1,VV,0.9900990099009901,0.9900990099009901,0.9900990099009901,-4.338267798423767,-3.138152432441711,-0.37690043449401855,2.309153318405151,3.4941302204132096,0.1605940594059406,0.01722772277227723
counterfactual_0014_05,sentinel2,NDVI,0.9900990099009901,0.9900990099009901,0.9900990099009901,-0.14569595098495483,-0.10387670993804932,-0.02996346354484558,0.0907155156135558,0.1698476523160935,0.05861386138613861,0.002277227722772277
counterfactual_0014_05,sentinel1,VV,0.9900990099009901,0.9900990099009901,0.9900990099009901,-4.153079109191895,-3.147755837440491,-0.3261876106262207,2.3263856649398784,3.4648967170715337,0.16415841584158417,0.013663366336633663
counterfactual_0014_06,sentinel2,NDVI,1.0,1.0,1.0,-0.21123504638671875,-0.1587027907371521,-0.06180340051651001,0.012718439102172852,0.0451086163520813,0.24262327222821292,0.013920203901578276
counterfactual_0014_06,sentinel1,VV,1.0,1.0,1.0,-4.483983993530273,-3.13997745513916,-0.40581226348876953,2.443756103515625,3.7082996368408203,0.17184589746103324,0.017253210469561808
counterfactual_0014_07,sentinel2,NDVI,1.0,1.0,1.0,-0.157986581325531,-0.10461783409118652,-0.01944214105606079,0.06967347860336304,0.13634878396987915,0.05773943731006764,0.00421527301244976
counterfactual_0014_07,sentinel1,VV,1.0,1.0,1.0,-3.150698184967041,-2.285914421081543,0.005306243896484375,2.224170684814453,3.1868667602539062,0.07293402607587492,0.002156651308695226
counterfactual_0014_08,sentinel2,NDVI,1.0,1.0,1.0,-0.21329143643379211,-0.14836812019348145,-0.03632020950317383,0.07106602191925049,0.16565731167793274,0.15753357513969218,0.013920203901578276
counterfactual_0014_08,sentinel1,VV,1.0,1.0,1.0,-3.2433433532714844,-2.284907817840576,-0.04239845275878906,2.18182373046875,3.062211036682129,0.07381629252034114,0.0025487697284579942
counterfactual_0014_09,sentinel2,NDVI,1.0,1.0,1.0,-0.1683133840560913,-0.10647159814834595,-0.014987587928771973,0.07982611656188965,0.13941973447799683,0.06185668071757671,0.004117243407509068
counterfactual_0014_09,sentinel1,VV,1.0,1.0,1.0,-3.403076171875,-2.387417793273926,-0.09878730773925781,2.1382269859313965,3.0811853408813477,0.08646211155769042,0.0030389177531614546
counterfactual_0014_10,sentinel2,NDVI,1.0,1.0,1.0,-0.21341967582702637,-0.1747843623161316,-0.04138702154159546,0.23438525199890137,0.39466431736946106,0.2652681109695128,0.019115772963434956
counterfactual_0014_10,sentinel1,VV,1.0,1.0,1.0,-3.5846681594848633,-2.5480451583862305,-0.11344528198242188,2.269176483154297,3.25189208984375,0.10048034506420939,0.0029408881482207625
counterfactual_0015_01,sentinel2,NDVI,1.0,1.0,1.0,-0.5397424101829529,-0.3494170308113098,-0.017540276050567627,0.06802225112915039,0.13287270069122314,0.10018625624938732,0.06911087148318792
counterfactual_0015_01,sentinel1,VV,1.0,0.9998039407901186,0.9998039407901186,-6.0761365318298335,-4.15993914604187,-0.20847320556640625,3.469241523742676,5.050966701507574,0.2241396215315227,0.057358564565153446
counterfactual_0015_02,sentinel2,NDVI,1.0,1.0,1.0,-0.1796419620513916,-0.12179946899414062,-0.03321254253387451,0.05023157596588135,0.3100358247756958,0.08342319380452896,0.0046073914322125285
counterfactual_0015_02,sentinel1,VV,1.0,0.9997059111851779,0.9997059111851779,-5.527345108985901,-3.8637508869171144,-0.040482521057128906,3.6360109329223613,5.129905967712406,0.19905863894881348,0.0433418317317121
counterfactual_0015_03,sentinel2,NDVI,1.0,1.0,1.0,-0.1165611743927002,-0.07751667499542236,-0.006575524806976318,0.042617857456207275,0.07079541683197021,0.019507891383197726,0.0
counterfactual_0015_03,sentinel1,VV,1.0,1.0,1.0,-5.714068412780762,-4.098008155822754,-0.29799365997314453,3.25022554397583,4.667220592498779,0.22625232820311733,0.05538672679149103
counterfactual_0015_04,sentinel2,NDVI,1.0,1.0,1.0,-0.2083929181098938,-0.1619294285774231,-0.0444907546043396,0.1303446888923645,0.22756242752075195,0.23380060778355063,0.012841878247230664
counterfactual_0015_04,sentinel1,VV,1.0,1.0,1.0,-5.125760078430176,-3.635071277618408,0.17719554901123047,3.6529488563537598,5.009740352630615,0.1695912165473973,0.034506420939123615
counterfactual_0015_05,sentinel2,NDVI,1.0,1.0,1.0,-0.6519595384597778,-0.43701642751693726,-0.02265065908432007,0.24508464336395264,0.3042502999305725,0.1957651210665621,0.11351828252132144
counterfactual_0015_05,sentinel1,VV,0.9994118223703559,0.9748063915302422,0.9743162435055387,-5.768821029663086,-3.817180633544922,0.4830636978149414,4.529848766326905,6.700203304290779,0.15675621289868197,0.043766978569272565
counterfactual_0015_06,sentinel2,NDVI,1.0,1.0,1.0,-0.19635164737701416,-0.14450716972351074,-0.055074214935302734,0.0002509951591491699,0.025874733924865723,0.1871385158317812,0.008332516419958828
counterfactual_0015_06,sentinel1,VV,1.0,1.0,1.0,-5.448094367980957,-3.8204851150512695,0.035685062408447266,3.4437665939331055,4.828640460968018,0.18909910793059503,0.0433290853837859
counterfactual_0015_07,sentinel2,NDVI,1.0,1.0,1.0,-0.1592138409614563,-0.09918791055679321,-0.008565723896026611,0.042444825172424316,0.07642674446105957,0.04930889128516812,0.00235271051857661
counterfactual_0015_07,sentinel1,VV,1.0,1.0,1.0,-5.76358699798584,-4.013666152954102,-0.2643594741821289,3.2452316284179688,4.645268440246582,0.2191941966473875,0.050387216939515735
counterfactual_0015_08,sentinel2,NDVI,0.9998039407901186,0.9998039407901186,0.9998039407901186,-0.1176431667804718,-0.07964495420455933,-0.010970354080200195,0.043165582418441775,0.0632876944541932,0.022159035199529366,0.0
counterfactual_0015_08,sentinel1,VV,0.9998039407901186,0.9998039407901186,0.9998039407901186,-5.78102162361145,-4.0216504573822025,-0.19547557830810547,3.4096024036407475,4.73364643096924,0.22060986371212865,0.050495146582998335
counterfactual_0015_09,sentinel2,NDVI,1.0,1.0,1.0,-0.1955651044845581,-0.1507793664932251,-0.07730793952941895,-0.020769834518432617,0.05804711580276489,0.26732673267326734,0.008332516419958828
counterfactual_0015_09,sentinel1,VV,1.0,1.0,1.0,-5.784309387207031,-4.0684099197387695,-0.28951263427734375,3.2479171752929688,4.576720237731934,0.22037055190667582,0.0533281050877365
counterfactual_0015_10,sentinel2,NDVI,1.0,1.0,1.0,-0.4261907637119293,-0.15906840562820435,-0.022761523723602295,0.28277087211608887,0.36879417300224304,0.1609646113126164,0.023723164395647485
counterfactual_0015_10,sentinel1,VV,1.0,0.9999019703950593,0.9999019703950593,-5.157039184570312,-3.539216995239258,0.2091996669769287,3.881395959854126,5.5157097530365,0.1603921568627451,0.03166666666666667
counterfactual_0016_01,sentinel2,NDVI,1.0,1.0,1.0,-0.26519066095352173,-0.22982442378997803,-0.14230811595916748,-0.06230109930038452,-0.04020112752914429,0.8062935006371924,0.13880992059602
counterfactual_0016_01,sentinel1,VV,1.0,1.0,1.0,-5.651192665100098,-3.9125490188598633,0.03256416320800781,3.6150941848754883,5.093894004821777,0.1871385158317812,0.046760121556710124
counterfactual_0016_02,sentinel2,NDVI,0.9900990099009901,0.9900990099009901,0.9900990099009901,-0.14022753655910491,-0.10116242468357087,-0.03877168893814087,0.01395131945610042,0.0442654860019684,0.05188118811881188,0.000594059405940594
counterfactual_0016_02,sentinel1,VV,0.9900990099009901,0.9900990099009901,0.9900990099009901,-5.814067220687866,-3.967868208885193,-0.1549067497253418,3.327916741371153,4.656900835037232,0.2025742574257426,0.04891089108910891
counterfactual_0016_03,sentinel2,NDVI,1.0,1.0,1.0,-0.2045881152153015,-0.1765974760055542,-0.10551351308822632,-0.04133123159408569,-0.021095752716064453,0.5459268699147143,0.013430055876874816
counterfactual_0016_03,sentinel1,VV,1.0,1.0,1.0,-5.510242462158203,-3.707169532775879,0.004469871520996094,3.651571273803711,5.116377830505371,0.1883148710910695,0.03862366434663268
counterfactual_0016_04,sentinel2,NDVI,1.0,1.0,1.0,-0.24192887544631958,-0.18405669927597046,-0.05417519807815552,0.05177104473114014,0.1325330138206482,0.2548769728457994,0.033918243309479464
counterfactual_0016_04,sentinel1,VV,1.0,1.0,1.0,-6.0392913818359375,-4.283428192138672,-0.3466835021972656,3.3344063758850098,4.881288528442383,0.24448583472208607,0.0632290951867464
counterfactual_0016_05,sentinel2,NDVI,1.0,1.0,1.0,-0.1650523543357849,-0.11673080921173096,-0.008460462093353271,0.15967315435409546,0.2302614450454712,0.08077639447113028,0.0013724144691696892
counterfactual_0016_05,sentinel1,VV,1.0,0.9999019703950593,0.9999019703950593,-5.114319200515747,-3.433613920211792,0.5020852088928223,4.149478006362914,5.579503946304321,0.14588235294117646,0.03019607843137255
counterfactual_0016_06,sentinel2,NDVI,1.0,1.0,1.0,-0.24963855743408203,-0.2017870545387268,-0.08857858180999756,0.04775434732437134,0.10933351516723633,0.4443681991961572,0.05313204587785511
counterfactual_0016_06,sentinel1,VV,1.0,0.9997059111851779,0.9997059111851779,-5.757866630554199,-3.8823656678199767,0.21065735816955566,4.108308267593384,5.583613605499272,0.1762110217689743,0.04628358501666994
counterfactual_0016_07,sentinel2,NDVI,1.0,1.0,1.0,-0.25477322936058044,-0.1963508129119873,-0.04036754369735718,0.11117088794708252,0.15553808212280273,0.2665424958337418,0.04597588471718459
counterfactual_0016_07,sentinel1,VV,1.0,0.9997059111851779,0.9997059111851779,-5.761629323959351,-3.951238250732422,-0.06928777694702148,3.532948064804077,5.0028406572342,0.2001372818199647,0.04804863698764464
counterfactual_0016_08,sentinel2,NDVI,1.0,1.0,1.0,-0.12056469917297363,-0.0925900936126709,-0.038359642028808594,0.008160889148712158,0.030952632427215576,0.03293794726007254,0.00039211841976276833
counterfactual_0016_08,sentinel1,VV,1.0,1.0,1.0,-5.240414619445801,-3.5375518798828125,0.2566957473754883,3.78507137298584,5.329557418823242,0.15704342711498873,0.03274188805019116
counterfactual_0016_09,sentinel2,NDVI,1.0,1.0,1.0,-0.17408424615859985,-0.11263960599899292,-0.048580050468444824,0.0063863396644592285,0.028168976306915283,0.08136457210077444,0.00656798353102637
counterfactual_0016_09,sentinel1,VV,1.0,1.0,1.0,-5.642866134643555,-4.046919822692871,-0.18372726440429688,3.356757640838623,4.910394191741943,0.20850896970885208,0.052641897853151653
counterfactual_0016_10,sentinel2,NDVI,1.0,1.0,1.0,-0.6739241480827332,-0.42207738757133484,-0.08726584911346436,0.03487193584442139,0.0785035490989685,0.4150573473188903,0.11126360160768552
counterfactual_0016_10,sentinel1,VV,0.9999019703950593,0.9985295559258897,0.9984315263209489,-5.557772521972656,-3.7860382080078123,-0.005385398864746094,3.612221145629882,5.205210533142089,0.19666175748649975,0.040746195385370644
counterfactual_0017_01,sentinel2,NDVI,1.0,1.0,1.0,-0.11833715438842773,-0.08857440948486328,-0.03393524885177612,0.01572561264038086,0.04161381721496582,0.028036467013037938,0.00039211841976276833
counterfactual_0017_01,sentinel1,VV,1.0,1.0,1.0,-5.388291358947754,-3.8205461502075195,-0.05351829528808594,3.4797706604003906,4.900351524353027,0.1970395059307911,0.04293696696402313
counterfactual_0017_02,sentinel2,NDVI,1.0,1.0,1.0,-0.2010524868965149,-0.14846432209014893,-0.04459118843078613,0.013817250728607178,0.02856665849685669,0.173512400745025,0.01029310851877267
counterfactual_0017_02,sentinel1,VV,1.0,1.0,1.0,-5.249614715576172,-3.684581756591797,0.051136016845703125,3.461364269256592,4.9135823249816895,0.1793941770414665,0.038133516321929226
counterfactual_0017_03,sentinel2,NDVI,1.0,1.0,1.0,-0.29554319381713867,-0.20146828889846802,-0.06427723169326782,0.011812567710876465,0.04472780227661133,0.26115086756200373,0.05087736496421919
counterfactual_0017_03,sentinel1,VV,1.0,1.0,1.0,-5.489102363586426,-3.787710189819336,0.023096084594726562,3.729463577270508,5.149289131164551,0.18860895990589158,0.04313302617390452
counterfactual_0017_04,sentinel2,NDVI,1.0,1.0,1.0,-0.21877020597457886,-0.1673649549484253,-0.0492478609085083,0.019519150257110596,0.04251682758331299,0.20243113420252917,0.020292128222723263
counterfactual_0017_04,sentinel1,VV,1.0,0.9997059111851779,0.9997059111851779,-5.563381233215332,-3.8026814699172973,0.09432840347290039,3.6350161194801323,5.176283655166627,0.18582074916650324,0.04285153951755246
counterfactual_0017_05,sentinel2,NDVI,1.0,1.0,1.0,-0.2882455587387085,-0.2415713667869568,-0.11728811264038086,-0.01040560007095337,0.03616529703140259,0.6021958631506715,0.13900597980590138
counterfactual_0017_05,sentinel1,VV,1.0,0.9999019703950593,0.9999019703950593,-5.643594450950623,-3.650236129760742,0.3922438621520996,4.261816596984863,5.771243333816528,0.1635294117647059,0.037745098039215684
counterfactual_0017_06,sentinel2,NDVI,0.9900990099009901,0.9900990099009901,0.9900990099009901,-0.5290372800827026,-0.22770081162452696,-0.08733320236206055,0.046358624100685086,0.3679165872931481,0.4269306930693069,0.08346534653465347
counterfactual_0017_06,sentinel1,VV,0.9900990099009901,0.989510832271346,0.989510832271346,-5.588598327636719,-3.7749226093292236,0.037462711334228516,3.8131277799606336,5.449961681365966,0.1863483257380622,0.04170794531404795
counterfactual_0017_07,sentinel2,NDVI,1.0,1.0,1.0,-0.1558017134666443,-0.11988180875778198,-0.04802602529525757,0.005250453948974609,0.0315777063369751,0.10734241741005784,0.0005881776296441525
counterfactual_0017_07,sentinel1,VV,1.0,1.0,1.0,-5.645730972290039,-3.9111099243164062,0.03863334655761719,3.5746960639953613,5.060863494873047,0.18929516714047642,0.046760121556710124
counterfactual_0017_08,sentinel2,NDVI,1.0,1.0,1.0,-0.3603614568710327,-0.30290353298187256,-0.11745983362197876,-0.03324747085571289,-0.0030438899993896484,0.5881776296441525,0.23027154200568573
counterfactual_0017_08,sentinel1,VV,1.0,1.0,1.0,-5.548195838928223,-3.762002944946289,0.26158809661865234,4.184334754943848,5.846002578735352,0.17282619351044015,0.04156455249485345
counterfactual_0017_09,sentinel2,NDVI,1.0,1.0,1.0,-0.4239598512649536,-0.26070156693458557,-0.12140965461730957,-0.007992863655090332,0.038986384868621826,0.5947456131751789,0.18390353886873836
counterfactual_0017_09,sentinel1,VV,1.0,0.9998039407901186,0.9998039407901186,-5.895964784622192,-4.022558307647705,0.06206798553466797,3.8663241386413585,5.5417841911316,0.2007059515638788,0.05059319541131484
counterfactual_0017_10,sentinel2,NDVI,1.0,1.0,1.0,-0.2708381414413452,-0.1927393078804016,-0.07438993453979492,0.04337650537490845,0.07004612684249878,0.3086952259582394,0.04538770708754044
counterfactual_0017_10,sentinel1,VV,1.0,0.998725615135771,0.998725615135771,-5.636260194778442,-3.9321988105773924,0.09721708297729492,3.8628336429595946,5.537363333702067,0.18943855516293678,0.04799764428739694
counterfactual_0018_01,sentinel2,NDVI,1.0,1.0,1.0,-0.24836349487304688,-0.17204678058624268,-0.059660255908966064,0.023380279541015625,0.05890333652496338,0.2538966767963925,0.028232526222919323
counterfactual_0018_01,sentinel1,VV,1.0,0.9999019703950593,0.9999019703950593,-5.958746037483215,-4.118710756301879,-0.11865973472595215,3.555714845657347,4.982745885849,0.21441176470588236,0.05401960784313725
counterfactual_0018_02,sentinel2,NDVI,1.0,1.0,1.0,-0.2954748272895813,-0.23918673396110535,-0.08522319793701172,0.0455361008644104,0.06572842597961426,0.44456425840603864,0.12351730222527203
counterfactual_0018_02,sentinel1,VV,1.0,0.9997059111851779,0.9997059111851779,-5.986112384796143,-4.129541206359863,-0.25524044036865234,3.4917906045913685,5.186334967613224,0.22151402235732495,0.05608942929986272
counterfactual_0018_03,sentinel2,NDVI,1.0,1.0,1.0,-0.2778823971748352,-0.21284043788909912,-0.059637606143951416,0.05419427156448364,0.15151292085647583,0.3025193608469758,0.06420939123615332
counterfactual_0018_03,sentinel1,VV,1.0,0.9999019703950593,0.9999019703950593,-5.8300883054733275,-3.8967753648757935,0.058516502380371094,3.5865537166595454,5.0761659669876105,0.1857843137254902,0.046764705882352944
counterfactual_0018_04,sentinel2,NDVI,1.0,1.0,1.0,-0.30463239550590515,-0.1856224536895752,-0.015479505062103271,0.07807254791259766,0.14209723472595215,0.1587099303989805,0.042446818939319675
counterfactual_0018_04,sentinel1,VV,1.0,0.9997059111851779,0.9997059111851779,-5.403721523284912,-3.7282951354980467,0.28387951850891113,3.948929810523986,5.553196773529054,0.16287507354383213,0.040105903118258485
counterfactual_0018_05,sentinel2,NDVI,0.9900990099009901,0.9900990099009901,0.9900990099009901,-0.22376379251480102,-0.17299653291702272,-0.03625783324241638,0.06289072036743154,0.13563473939895632,0.20653465346534652,0.022574257425742573
counterfactual_0018_05,sentinel1,VV,0.9900990099009901,0.9900009802960494,0.9900009802960494,-5.283994073867798,-3.660096311569214,0.16340065002441406,3.893269586563111,5.408729915618897,0.16229329636597684,0.03683533023071591
counterfactual_0018_06,sentinel2,NDVI,1.0,1.0,1.0,-0.23974686861038208,-0.18078243732452393,-0.07650315761566162,0.010808706283569336,0.10500162839889526,0.3283991765513185,0.027840407803156553
counterfactual_0018_06,sentinel1,VV,1.0,0.9999019703950593,0.9999019703950593,-6.071470341682434,-4.135741257667542,-0.08160686492919922,3.653188574314117,5.130297298431397,0.2057843137254902,0.05607843137254902
counterfactual_0018_07,sentinel2,NDVI,1.0,1.0,1.0,-0.2152111530303955,-0.13598698377609253,-0.003136932849884033,0.10698378086090088,0.19697076082229614,0.10136261150867562,0.013920203901578276
counterfactual_0018_07,sentinel1,VV,1.0,0.9998039407901186,0.9998039407901186,-5.700720739364624,-3.840567111968994,-0.0075969696044921875,3.6801405906677247,4.9842744636535645,0.19776448671438376,0.04422002157074223
counterfactual_0018_08,sentinel2,NDVI,1.0,1.0,1.0,-0.5451506972312927,-0.27551525831222534,-0.06894427537918091,0.11046212911605835,0.2478685975074768,0.34133908440348987,0.1139104009410842
counterfactual_0018_08,sentinel1,VV,1.0,0.9995098519752965,0.9995098519752965,-5.932554697990417,-4.146658301353455,-0.049558162689208984,3.612250328063965,5.259794974327081,0.20547273440564928,0.05619850921930169
counterfactual_0018_09,sentinel2,NDVI,1.0,1.0,1.0,-0.569090723991394,-0.22416812181472778,-0.061863064765930176,0.09110939502716064,0.1925506591796875,0.32888932457602194,0.06881678266836584
counterfactual_0018_09,sentinel1,VV,1.0,0.9998039407901186,0.9998039407901186,-5.699956350326538,-4.0276641845703125,-0.08230018615722656,3.5930782318115235,5.241051969528199,0.2066869300911854,0.05137758603784685
counterfactual_0018_10,sentinel2,NDVI,1.0,1.0,1.0,-0.2691493034362793,-0.21881991624832153,-0.07071220874786377,0.03170543909072876,0.083473801612854,0.3633957455151456,0.07214978923634938
counterfactual_0018_10,sentinel1,VV,1.0,1.0,1.0,-5.815302848815918,-3.9564895629882812,-0.072540283203125,3.6190290451049805,5.28375244140625,0.19988236447407118,0.048524654445642586
counterfactual_0019_01,sentinel2,NDVI,0.9999019703950593,0.9999019703950593,0.9999019703950593,-0.2953301411867142,-0.24698278605937957,-0.11626389622688293,-0.0004482120275497725,0.0519399529695511,0.5673529411764706,0.16823529411764707
