sensor,site_id,role,target_site,control_rank,seq,period_id,month,usable,mean_VV,mean_VH,mean_VV_minus_VH,mean_B2,mean_B3,mean_B4,mean_B8,mean_B11,mean_B12,mean_NDVI,mean_NDWI
sentinel2,counterfactual_0003_02,donor,treatment_0003,2,8,P08,2024-06,True,,,,0.03378052479891789,0.059568633749564684,0.030893004999339287,0.45763422307991747,0.19601381166736678,0.08228207928857001,0.8757756115953521,-0.7705463281745958
sentinel2,counterfactual_0003_02,donor,treatment_0003,2,9,P09,2024-07,True,,,,0.03833987626514517,0.058028128758294155,0.03180846539261465,0.42260561388908047,0.19047182183454534,0.07700549519740708,0.8626439246505794,-0.760391367157497
sentinel2,counterfactual_0003_02,donor,treatment_0003,2,10,P10,2024-08,True,,,,0.07212709739879274,0.08728397654169458,0.06814018455990309,0.3899941274133705,0.1963127524960761,0.10125973145633736,0.7156488708589201,-0.6431050749258107
sentinel2,counterfactual_0003_03,donor,treatment_0003,3,1,P01,2023-11,True,,,,0.021887236580601585,0.03124485350505046,0.042540603954802934,0.16636468972121543,0.16884798548605123,0.1009426918415775,0.5882682697967084,-0.6820215948971214
sentinel2,counterfactual_0003_03,donor,treatment_0003,3,2,P02,2023-12,True,,,,0.03351706704628612,0.04264328506475038,0.04939718172223482,0.14496039616216277,0.10777453210874231,0.06889791211279311,0.504538998546793,-0.560539552102532
sentinel2,counterfactual_0003_03,donor,treatment_0003,3,3,P03,2024-01,True,,,,0.06715911682647661,0.07367260080190276,0.07923212436404609,0.18534919125934626,0.11348229106787712,0.07760970490727982,0.4664799015965021,-0.5103811424303354
sentinel2,counterfactual_0003_03,donor,treatment_0003,3,4,P04,2024-02,True,,,,0.026448485495827734,0.038727453302049006,0.046588692384375865,0.1577489904708026,0.173566169847625,0.11028847653802593,0.5426258307066095,-0.6045383549828632
sentinel2,counterfactual_0003_03,donor,treatment_0003,3,5,P05,2024-03,True,,,,0.030872189054376453,0.04243998148084803,0.05103988833763797,0.17296837071962373,0.19347419873509566,0.1254973827057195,0.5461353465962931,-0.6047279032252371
sentinel2,counterfactual_0003_03,donor,treatment_0003,3,6,P06,2024-04,True,,,,0.0373552201867013,0.055489001138492394,0.05831227341312402,0.2026843643094404,0.22039721082173286,0.13634035868593763,0.5520405636361014,-0.5682248868593783
sentinel2,counterfactual_0003_03,donor,treatment_0003,3,7,P07,2024-05,True,,,,0.039489281916283814,0.07269707313037883,0.03396007251337296,0.38141252266655645,0.17939920340702342,0.08261348820085186,0.8251513197127781,-0.6681970134116687
sentinel2,counterfactual_0003_03,donor,treatment_0003,3,8,P08,2024-06,True,,,,0.02519788751226189,0.0548905010150088,0.02409865704082327,0.4525143221296781,0.1912496912398767,0.07909477509922659,0.8973773959605977,-0.7823177308104177
sentinel2,counterfactual_0003_03,donor,treatment_0003,3,9,P09,2024-07,True,,,,0.041763322271750655,0.05974946095122565,0.034896671977421835,0.4246741444699239,0.18954097137838213,0.08070886201419593,0.8514863472454175,-0.7563257003435843
sentinel2,counterfactual_0003_03,donor,treatment_0003,3,10,P10,2024-08,True,,,,0.07232146312605424,0.08710357903461437,0.06272907228084745,0.4202886333112002,0.20308578934279636,0.10131719136668493,0.7459646674838014,-0.6598918051290772
sentinel2,counterfactual_0003_04,donor,treatment_0003,4,1,P01,2023-11,True,,,,0.021796069059448104,0.030037971828300855,0.042939628568176555,0.16444760807820447,0.1652758798601522,0.09933905507399632,0.5821288842311643,-0.686559054895004
sentinel2,counterfactual_0003_04,donor,treatment_0003,4,2,P02,2023-12,True,,,,0.022133472238514328,0.03132819338243305,0.03722877176522556,0.12811993923666004,0.12475277924026978,0.08366171952306715,0.5479715717836825,-0.6094910275607749
sentinel2,counterfactual_0003_04,donor,treatment_0003,4,3,P03,2024-01,True,,,,0.09132840413625404,0.09130002945276636,0.09189706408425928,0.19033863359298814,0.11226409666971324,0.08263296733071039,0.390483376804771,-0.40040787214093926
sentinel2,counterfactual_0003_04,donor,treatment_0003,4,4,P04,2024-02,True,,,,0.03064686313438414,0.042309616822097516,0.04995895508534709,0.15815394082226342,0.1739576805816446,0.11334425540718188,0.521872660071578,-0.578202596518026
sentinel2,counterfactual_0003_04,donor,treatment_0003,4,5,P05,2024-03,True,,,,0.033234560421400765,0.043319228611124715,0.05223162933298857,0.1666767816801081,0.19524113325269393,0.1291552397310471,0.5238442100294547,-0.5859795787319017
sentinel2,counterfactual_0003_04,donor,treatment_0003,4,6,P06,2024-04,True,,,,0.039643829133160356,0.057773056632601134,0.062084996648101395,0.1974451131077914,0.22601720921234364,0.14204956372965552,0.5212017932851786,-0.5459953819977373
sentinel2,counterfactual_0003_04,donor,treatment_0003,4,7,P07,2024-05,True,,,,0.03265703394581914,0.06605128622479209,0.024915144632729227,0.4400673627779111,0.1809543866682742,0.07578159532215398,0.8919539774581419,-0.7409585520491405
sentinel2,counterfactual_0003_04,donor,treatment_0003,4,8,P08,2024-06,True,,,,0.028667488511815723,0.05512623276947503,0.025178992289802558,0.4811115628503699,0.19768160972486767,0.0783517744135429,0.8999839004214261,-0.7935266369651923
sentinel2,counterfactual_0003_04,donor,treatment_0003,4,9,P09,2024-07,True,,,,0.03217788943767974,0.05258811888461276,0.027177306187364966,0.4215349031831573,0.18625419093088688,0.072686844543258,0.8782662548056865,-0.7773179492112784
sentinel2,counterfactual_0003_04,donor,treatment_0003,4,10,P10,2024-08,True,,,,0.051074422117577255,0.06908630213137495,0.04494505047578866,0.42283073118655934,0.19528337412264624,0.08682379570973357,0.8191092585652918,-0.7270934172767597
sentinel2,counterfactual_0003_05,donor,treatment_0003,5,1,P01,2023-11,True,,,,0.02648696699784553,0.03509777482304495,0.05711724350418621,0.17794356928949684,0.2035103812967138,0.12046129780532729,0.5109776605310282,-0.6668592038522478
sentinel2,counterfactual_0003_05,donor,treatment_0003,5,2,P02,2023-12,True,,,,0.020975889657852104,0.02951418494101861,0.04604062355521881,0.13369548089569275,0.15688665818436545,0.09985517105037424,0.48672495571004093,-0.6256288777419299
sentinel2,counterfactual_0003_05,donor,treatment_0003,5,3,P03,2024-01,True,,,,0.06331867477512729,0.06635651416256078,0.07928506034482904,0.16814138322525218,0.13104653467431793,0.08821694932913805,0.38868720044294547,-0.4768462786168874
sentinel2,counterfactual_0003_05,donor,treatment_0003,5,4,P04,2024-02,True,,,,0.02880146557509201,0.04154055004848322,0.0593435252379305,0.15549959326556426,0.21592677195520216,0.13953097728336222,0.45650376036796786,-0.5881273605352336
sentinel2,counterfactual_0003_05,donor,treatment_0003,5,5,P05,2024-03,True,,,,0.042994701565290686,0.054204715302809466,0.07451291058372106,0.18790280866705897,0.25815553405614194,0.17077185573495846,0.43610036531046037,-0.5489187833754738
sentinel2,counterfactual_0003_05,donor,treatment_0003,5,6,P06,2024-04,True,,,,0.044366885736583206,0.06214175087555625,0.07468390363698472,0.21105726400247662,0.2659174882480998,0.16751478291933308,0.4745104623102649,-0.5423545031679131
sentinel2,counterfactual_0003_05,donor,treatment_0003,5,7,P07,2024-05,True,,,,0.03325368974175184,0.06605297243435819,0.026376491186027005,0.4878496561143421,0.19320528652861976,0.08173944199379247,0.8955497794498263,-0.7595658387816396
sentinel2,counterfactual_0003_05,donor,treatment_0003,5,8,P08,2024-06,True,,,,0.040530114743243965,0.06688886881349379,0.03743832963871662,0.4856398737514712,0.2013212528903979,0.08807892381630743,0.8595544385326901,-0.7596989497549685
sentinel2,counterfactual_0003_05,donor,treatment_0003,5,9,P09,2024-07,True,,,,0.04111236161039736,0.06096548876203739,0.03587740913519917,0.4617685373054861,0.20392891873759203,0.08371620433898594,0.8601286198950061,-0.7712625803497303
sentinel2,counterfactual_0003_05,donor,treatment_0003,5,10,P10,2024-08,True,,,,0.0327266739173203,0.049837187658011206,0.028806523925885622,0.40801681670186896,0.17943035958356898,0.07346355274163348,0.8700428923319723,-0.7841413251682422
sentinel2,treatment_0004,target,treatment_0004,0,1,P01,2023-11,True,,,,0.03711121294739665,0.055535183252195024,0.06792211892618107,0.2159466882809849,0.24320699014286004,0.146902796996407,0.5231866165911686,-0.6006148184271585
sentinel2,treatment_0004,target,treatment_0004,0,2,P02,2023-12,True,,,,0.03502799017654529,0.052297762474183475,0.06678343577024591,0.1904162475754424,0.20903936643854226,0.1356014653354293,0.47489416623188385,-0.5732420453319492
sentinel2,treatment_0004,target,treatment_0004,0,3,P03,2024-01,True,,,,0.03644648523419164,0.053316366404991156,0.07072901000798966,0.19519231683104346,0.20069296050337282,0.13052107934830803,0.4704925505513277,-0.5826559700464166
sentinel2,treatment_0004,target,treatment_0004,0,4,P04,2024-02,True,,,,0.04775623773515114,0.06945215853327645,0.08486704464881949,0.22567365352101254,0.2581054947399857,0.17036220304151573,0.44605483596323814,-0.5302829035744302
sentinel2,treatment_0004,target,treatment_0004,0,5,P05,2024-03,True,,,,0.05303756447490489,0.07451077734922419,0.07820074267630087,0.27074257920136546,0.2562738416631623,0.16592959907237845,0.5318504734404643,-0.5568827211473247
sentinel2,treatment_0004,target,treatment_0004,0,6,P06,2024-04,True,,,,0.05504102485862994,0.08807800504535732,0.06920068325696163,0.3741820943082618,0.2387455248655659,0.13647046027207138,0.6895380344780365,-0.6184517297724096
sentinel2,treatment_0004,target,treatment_0004,0,7,P07,2024-05,True,,,,0.05165603722786553,0.08363487306056358,0.05237274075575746,0.4672500580733089,0.2354824212213288,0.11913718226371932,0.7919605586109468,-0.6895638107417714
sentinel2,treatment_0004,target,treatment_0004,0,8,P08,2024-06,True,,,,0.045189045114957936,0.07342535957336316,0.051585351635749004,0.38424350997850015,0.19984102368457007,0.10216476708009806,0.7611476581726976,-0.676023913607593
sentinel2,treatment_0004,target,treatment_0004,0,9,P09,2024-07,True,,,,0.08594173920920804,0.10546051399095774,0.09364494929445885,0.3956411941213682,0.29315231947392606,0.16200543352885619,0.6210405308659448,-0.5816066334115407
sentinel2,treatment_0004,target,treatment_0004,0,10,P10,2024-08,True,,,,0.05422657433786605,0.07387334168731871,0.05660516840986686,0.3597299604597363,0.2250963613494198,0.11764922280491578,0.7247499113694055,-0.6510062426074159
sentinel2,counterfactual_0004_01,donor,treatment_0004,1,1,P01,2023-11,True,,,,0.023231405995274422,0.033578252562593745,0.04799133180742069,0.15803321783311,0.18831145551092554,0.10736687136168527,0.5331206791471726,-0.6521331464064003
sentinel2,counterfactual_0004_01,donor,treatment_0004,1,2,P02,2023-12,True,,,,0.01715282182276046,0.025805415902816976,0.036459168377311495,0.12065712877779756,0.15660242581500275,0.10065369312125858,0.5584417301180339,-0.6659898860118176
sentinel2,counterfactual_0004_01,donor,treatment_0004,1,3,P03,2024-01,True,,,,0.04694858417829621,0.04983364361323405,0.05671060894330097,0.14953249017883202,0.15289906446001317,0.1015832376638704,0.49941537703913036,-0.5867778513440401
sentinel2,counterfactual_0004_01,donor,treatment_0004,1,4,P04,2024-02,True,,,,0.030548688209763183,0.04329851494253714,0.055377782251095714,0.15602401488967757,0.20872473753914975,0.1354441880338853,0.47869556658928936,-0.5681757961110313
sentinel2,counterfactual_0004_01,donor,treatment_0004,1,5,P05,2024-03,True,,,,0.04127714366329336,0.052097950572756554,0.06406768324240894,0.17615561393301676,0.23680069307584573,0.15758476225308854,0.46597070044515154,-0.5401062713194602
sentinel2,counterfactual_0004_01,donor,treatment_0004,1,6,P06,2024-04,True,,,,0.03818307930658949,0.06043768326816435,0.05755835653752974,0.21430682176263025,0.2194312971476281,0.12873636625190774,0.542117934321413,-0.5728461683593175
sentinel2,counterfactual_0004_01,donor,treatment_0004,1,7,P07,2024-05,True,,,,0.03794908921833676,0.07413949018325841,0.02977964857012255,0.43971790586220155,0.1965357226398912,0.08477821775887272,0.8711341960565878,-0.707698904364416
sentinel2,counterfactual_0004_01,donor,treatment_0004,1,8,P08,2024-06,True,,,,0.08853151123122055,0.09600978833876452,0.0670723025937595,0.44788002292292417,0.19535455078261882,0.09176588440809717,0.7182358597891974,-0.6267200660602359
sentinel2,counterfactual_0004_01,donor,treatment_0004,1,9,P09,2024-07,True,,,,0.03867900901343913,0.05863582761764408,0.03277144702640616,0.4487059167520733,0.21510784943081343,0.08700417251768268,0.8658044818607856,-0.7700625873149564
sentinel2,counterfactual_0004_01,donor,treatment_0004,1,10,P10,2024-08,True,,,,0.05516224920568551,0.07051000788385825,0.04593197485813364,0.40702684569927755,0.20703665280247724,0.09078015725192325,0.8114841017277244,-0.7149398412379327
sentinel2,counterfactual_0004_02,donor,treatment_0004,2,1,P01,2023-11,True,,,,0.02909165778028996,0.04652147838484677,0.0550943879175443,0.21456416531354291,0.22734307422145725,0.12873595241892163,0.5692213079985678,-0.6429184427881648
sentinel2,counterfactual_0004_02,donor,treatment_0004,2,2,P02,2023-12,True,,,,0.025434893680567342,0.04215880314957151,0.052836775923985085,0.1839359868688509,0.20088503563296572,0.12444103526278531,0.5392654144130563,-0.6315199267573829
sentinel2,counterfactual_0004_02,donor,treatment_0004,2,3,P03,2024-01,True,,,,0.03171642982350892,0.0470195275945645,0.06263247241120085,0.1881191452923874,0.1979322222852728,0.12613689843424628,0.504638857038836,-0.6142526249209639
sentinel2,counterfactual_0004_02,donor,treatment_0004,2,4,P04,2024-02,True,,,,0.03937873747346762,0.05820866101094115,0.07301449869394101,0.20638761397003075,0.24992073827538464,0.16115041173985045,0.4693328419271351,-0.5594772049789627
sentinel2,counterfactual_0004_02,donor,treatment_0004,2,5,P05,2024-03,True,,,,0.044294706479853604,0.06208701118108905,0.06659367718529251,0.2504598422622537,0.24970637179188793,0.15789181468048794,0.5381986773366987,-0.5770805721545428
sentinel2,counterfactual_0004_02,donor,treatment_0004,2,6,P06,2024-04,True,,,,0.03537833552355466,0.06736229792815741,0.051634780989747844,0.29606155275059803,0.22081975292375353,0.12292931082289354,0.6616626152769279,-0.6405019124440499
sentinel2,counterfactual_0004_02,donor,treatment_0004,2,7,P07,2024-05,True,,,,0.05568477414720197,0.08203689902832109,0.050595088465991145,0.4538160324702988,0.21701769186941697,0.10517625896472581,0.8038668246272801,-0.694797467943826
sentinel2,counterfactual_0004_02,donor,treatment_0004,2,8,P08,2024-06,True,,,,0.0664508170478679,0.08818578448609199,0.05923464056713129,0.5231661754203778,0.24875686278724982,0.11367058788054908,0.7914665801560178,-0.7061807645691766
sentinel2,counterfactual_0004_02,donor,treatment_0004,2,9,P09,2024-07,True,,,,0.06373330850448974,0.0813172562130447,0.06720611117024937,0.39236545922013005,0.264984609869655,0.1358260684682606,0.7048056832042766,-0.6527174553959315
sentinel2,counterfactual_0004_02,donor,treatment_0004,2,10,P10,2024-08,True,,,,0.04369994097643005,0.06391794208791517,0.04093952184860294,0.37680404093687025,0.20233495951595645,0.09565287486703597,0.8045925810973148,-0.7104872485695828
sentinel2,counterfactual_0004_03,donor,treatment_0004,3,1,P01,2023-11,True,,,,0.023441133268762543,0.03352786990944557,0.05203751603026119,0.16644047640659168,0.19671988051646527,0.10891910616822272,0.5274910743085091,-0.6692827126814119
sentinel2,counterfactual_0004_03,donor,treatment_0004,3,2,P02,2023-12,True,,,,0.018721164623934024,0.028079109964967874,0.040731163703286895,0.12668157050234702,0.16842708550484878,0.10755083815713873,0.5289766453443911,-0.6465050063581049
sentinel2,counterfactual_0004_03,donor,treatment_0004,3,3,P03,2024-01,True,,,,0.03260243603514041,0.03865375459029928,0.04971176362015717,0.14197418875906478,0.15773133025831035,0.10408509946770148,0.5096938948241674,-0.6198187900511567
sentinel2,counterfactual_0004_03,donor,treatment_0004,3,4,P04,2024-02,True,,,,0.029194980957056443,0.04006339092214424,0.0532815313278393,0.1463804873043054,0.2108826441775232,0.13753074211690278,0.46870744918715823,-0.5727170823313024
sentinel2,counterfactual_0004_03,donor,treatment_0004,3,5,P05,2024-03,True,,,,0.038720027553007984,0.05004831396317923,0.06486106763602344,0.16883917262109574,0.24161634148890895,0.15953185961984112,0.4520703097127043,-0.546529413606183
sentinel2,counterfactual_0004_03,donor,treatment_0004,3,6,P06,2024-04,True,,,,0.05055673960616408,0.07488691318828024,0.06737011085120957,0.23353108031856537,0.2312953876825001,0.13823592286082578,0.5485322445239544,-0.5119328305589756
sentinel2,counterfactual_0004_03,donor,treatment_0004,3,7,P07,2024-05,True,,,,0.04911459563756365,0.07234486485065376,0.039178479104595494,0.4407673855766695,0.18769706649381818,0.08466194308203848,0.8469041192530028,-0.7196972034701207
sentinel2,counterfactual_0004_03,donor,treatment_0004,3,8,P08,2024-06,True,,,,0.03472554431989863,0.05742011796629668,0.03147471600780919,0.4424920566186184,0.19308538810550072,0.08096690040077388,0.8665746401307486,-0.7697220473098593
sentinel2,counterfactual_0004_03,donor,treatment_0004,3,9,P09,2024-07,True,,,,0.04152877941130603,0.05833417679379174,0.032719819235486995,0.4350554830389404,0.20700058845755911,0.08170464324421253,0.861439256147993,-0.7649569767190005
sentinel2,counterfactual_0004_03,donor,treatment_0004,3,10,P10,2024-08,True,,,,0.03222177243346812,0.04878020790977001,0.025249485389977976,0.3775205467794295,0.1806155376215914,0.07172627203804105,0.8736082481094557,-0.7714154455383879
sentinel2,counterfactual_0004_04,donor,treatment_0004,4,1,P01,2023-11,True,,,,0.041604749604801435,0.05885096078346175,0.07298906487781134,0.20023205570943062,0.23583261445478743,0.14892034115902106,0.4582301652914505,-0.5466028670092437
sentinel2,counterfactual_0004_04,donor,treatment_0004,4,2,P02,2023-12,True,,,,0.03966841493147008,0.05498793756485397,0.06980402421240199,0.17101374871714034,0.20418773644982033,0.13876395452789156,0.4140069532458436,-0.5151177472256452
sentinel2,counterfactual_0004_04,donor,treatment_0004,4,3,P03,2024-01,True,,,,0.03964267234623256,0.05429564754559614,0.07140422518447344,0.1716827369922181,0.19257405157352636,0.13256492488595298,0.4126376450165215,-0.5261296035323659
sentinel2,counterfactual_0004_04,donor,treatment_0004,4,4,P04,2024-02,True,,,,0.04916798365343924,0.06829225580123006,0.08521686118516446,0.19410301443766745,0.24261613087190878,0.16849247124654126,0.3839986050761115,-0.4800535668346455
sentinel2,counterfactual_0004_04,donor,treatment_0004,4,5,P05,2024-03,True,,,,0.05675508293083381,0.07578506529511611,0.08547171860996847,0.23210676412369535,0.25180022528932067,0.1721846780544075,0.44469879239729304,-0.495518191280708
sentinel2,counterfactual_0004_04,donor,treatment_0004,4,6,P06,2024-04,True,,,,0.057887476800911074,0.08599847088997101,0.08006649849624678,0.29578754552999276,0.24767818831658903,0.1537894225508521,0.5520763558659434,-0.5316686253613446
sentinel2,counterfactual_0004_04,donor,treatment_0004,4,7,P07,2024-05,True,,,,0.07602251263779235,0.1046616607412744,0.07865817084106531,0.43900710713191715,0.2496327025792655,0.14376236643700982,0.6737098879959135,-0.5915530901840176
sentinel2,counterfactual_0004_04,donor,treatment_0004,4,8,P08,2024-06,True,,,,0.06553384685021434,0.09254545271970484,0.07582587055924052,0.4218863683895588,0.2561826970719869,0.1393260180456499,0.7027601371506493,-0.640274326535939
sentinel2,counterfactual_0004_04,donor,treatment_0004,4,9,P09,2024-07,True,,,,0.06464321248730268,0.08676019138115303,0.08119499764481469,0.34465037772706936,0.26400157932033136,0.15647538006159534,0.6003171206353065,-0.5758763028036981
sentinel2,counterfactual_0004_04,donor,treatment_0004,4,10,P10,2024-08,True,,,,0.06047298458288715,0.08100155249543947,0.0657878468403547,0.3406653630450689,0.23073674528731306,0.12875313965541216,0.670890404570719,-0.6081832263784732
sentinel2,counterfactual_0004_05,donor,treatment_0004,5,1,P01,2023-11,True,,,,0.02550297064081236,0.03849640694282511,0.050134784441678695,0.15394638236682845,0.18579221089425332,0.11112027452190351,0.4519939341968583,-0.5380367361300844
sentinel2,counterfactual_0004_05,donor,treatment_0004,5,2,P02,2023-12,True,,,,0.021907245149777738,0.03469616674479124,0.04437996573543048,0.1273588676722127,0.16149302931548115,0.1066606078625602,0.42651613526922816,-0.516153190628735
sentinel2,counterfactual_0004_05,donor,treatment_0004,5,3,P03,2024-01,True,,,,0.026927333384411018,0.03881317164146287,0.04918933832723483,0.13329983340124327,0.15508195108807116,0.10376103915292405,0.4257044195663184,-0.5216165393013872
sentinel2,counterfactual_0004_05,donor,treatment_0004,5,4,P04,2024-02,True,,,,0.0339352353633491,0.048868318746030766,0.0591304559859575,0.148922451114072,0.1972509902284718,0.1318571912306452,0.3829323754073851,-0.4629481199456781
sentinel2,counterfactual_0004_05,donor,treatment_0004,5,5,P05,2024-03,True,,,,0.04041610793575791,0.05443389226463349,0.06221562259246175,0.1734352696989663,0.21246027943769508,0.1431032255830645,0.4122836409360353,-0.4597878352949149
sentinel2,counterfactual_0004_05,donor,treatment_0004,5,6,P06,2024-04,True,,,,0.038808323630022214,0.06524894129831856,0.05736773536978838,0.20951557845918134,0.20071914708698352,0.12302030391260689,0.49460208805590666,-0.50176608950088
sentinel2,counterfactual_0004_05,donor,treatment_0004,5,7,P07,2024-05,True,,,,0.05519918558561422,0.08538864477969123,0.051125085241124794,0.3876315621565219,0.2018677599321943,0.10303259168745985,0.6749200435714456,-0.5547039585398077
sentinel2,counterfactual_0004_05,donor,treatment_0004,5,8,P08,2024-06,True,,,,0.05214503698311936,0.07255935910994095,0.051090073815620356,0.36013105496009035,0.1999203486672338,0.10145802618127467,0.6460918331643505,-0.5607713256383888
sentinel2,counterfactual_0004_05,donor,treatment_0004,5,9,P09,2024-07,True,,,,0.05858815009274994,0.0748320030342877,0.05754151499741327,0.3266831172498598,0.20051436268406372,0.10532393300850203,0.6495949664865726,-0.568370797694118
sentinel2,counterfactual_0004_05,donor,treatment_0004,5,10,P10,2024-08,True,,,,0.03600301475757185,0.050692117744143686,0.034104696137228,0.2624876519352855,0.14679035297686271,0.07155052448604621,0.7277766785596089,-0.6263099878935848
sentinel2,treatment_0005,target,treatment_0005,0,1,P01,2023-11,True,,,,0.03230362717607188,0.044997000355598865,0.058680198169494595,0.17192633564992696,0.21136916479273482,0.12993664829482776,0.5034387567812966,-0.6084883970473867
sentinel2,treatment_0005,target,treatment_0005,0,2,P02,2023-12,True,,,,0.028977786545839743,0.039801597934178465,0.05263446731450059,0.1433744927662463,0.17682253709523985,0.11800076468351857,0.477472702903536,-0.5903628027437848
sentinel2,treatment_0005,target,treatment_0005,0,3,P03,2024-01,True,,,,0.029831403835711576,0.039997015049149806,0.05349390267320259,0.14685792085405963,0.16758857963541163,0.11244548564038549,0.4858219272435791,-0.604505147595461
sentinel2,treatment_0005,target,treatment_0005,0,4,P04,2024-02,True,,,,0.04013329089163007,0.05425929823435121,0.06848309982243737,0.16916327807369763,0.21826056770431845,0.14755525926993346,0.4348763823045883,-0.5361140888166415
sentinel2,treatment_0005,target,treatment_0005,0,5,P05,2024-03,True,,,,0.04921570444988475,0.06293160976481788,0.07317347324849251,0.19770287720377147,0.23738548653918778,0.16030631309986676,0.46076750597630695,-0.5234479625017231
sentinel2,treatment_0005,target,treatment_0005,0,6,P06,2024-04,True,,,,0.05423239399837406,0.08062559561967358,0.07208742288991833,0.2852547298337172,0.2298417211838089,0.13989254983748048,0.5921622609390782,-0.5722071488716827
sentinel2,treatment_0005,target,treatment_0005,0,7,P07,2024-05,True,,,,0.058969040374177946,0.08395523969018323,0.05028140803537321,0.4874173282760073,0.21828497916696563,0.10519072601023069,0.8153686288553676,-0.7053115641586548
sentinel2,treatment_0005,target,treatment_0005,0,8,P08,2024-06,True,,,,0.06697363985809944,0.08578338403882507,0.059951980255815156,0.4331623960902452,0.20801766470488048,0.10112483097053535,0.761054960224745,-0.6721184968157
sentinel2,treatment_0005,target,treatment_0005,0,9,P09,2024-07,True,,,,0.062166941658587244,0.0789035953127529,0.06433026623535962,0.3918352356499613,0.23629958046324276,0.12082651917093985,0.7240229755703628,-0.6659614359464117
sentinel2,treatment_0005,target,treatment_0005,0,10,P10,2024-08,True,,,,0.044701441101939486,0.058460788253164156,0.04268159014460895,0.32365273510871617,0.1819226300847284,0.08695768565158613,0.7740715961626156,-0.6961459788083797
sentinel2,counterfactual_0005_01,donor,treatment_0005,1,1,P01,2023-11,True,,,,0.0388623169283982,0.061615138716239595,0.06812356940369205,0.2662191683644115,0.2500087327915843,0.14607366334241215,0.5828562755690943,-0.6229644275759116
sentinel2,counterfactual_0005_01,donor,treatment_0005,1,2,P02,2023-12,True,,,,0.03486832682287094,0.05726283178069989,0.06751587138640334,0.23520815848087026,0.22069983192599646,0.13625373281169645,0.5480601019972917,-0.608540289078166
sentinel2,counterfactual_0005_01,donor,treatment_0005,1,3,P03,2024-01,True,,,,0.040089198098423436,0.060998049634163,0.07900068328056559,0.2373022476172462,0.21922122764115287,0.13882401972271427,0.5031201439471639,-0.5966289472163167
sentinel2,counterfactual_0005_01,donor,treatment_0005,1,4,P04,2024-02,True,,,,0.05221478724414206,0.0765029803180311,0.09298825257171942,0.26110017818942816,0.27439230709677875,0.1776421585649547,0.47384710800234636,-0.5474064693684773
sentinel2,counterfactual_0005_01,donor,treatment_0005,1,5,P05,2024-03,True,,,,0.05498817829903916,0.07836316347878315,0.08013999516808308,0.3023294999177503,0.25935431710564266,0.15948491082628174,0.5689075748538045,-0.5786279464925934
sentinel2,counterfactual_0005_01,donor,treatment_0005,1,6,P06,2024-04,True,,,,0.04306944564575016,0.07600083179181755,0.0595995446584086,0.3478787920306815,0.228877801965959,0.12370881193787744,0.6995073723486892,-0.6467622753867124
sentinel2,counterfactual_0005_01,donor,treatment_0005,1,7,P07,2024-05,True,,,,0.06767476263305479,0.09193818607717853,0.06474710330251116,0.43032256231174254,0.23516945982152976,0.12579816375548902,0.7360792633707436,-0.6438001115779275
sentinel2,counterfactual_0005_01,donor,treatment_0005,1,8,P08,2024-06,True,,,,0.08400369988960477,0.10786272036049507,0.09800484512523709,0.4054157328913336,0.30854548971740353,0.17350866797579015,0.6076982276982787,-0.5748309729170576
sentinel2,counterfactual_0005_01,donor,treatment_0005,1,9,P09,2024-07,True,,,,0.06676567380715366,0.08844508828138406,0.09308621833055838,0.30849255539684683,0.3196997848798546,0.19595258406701882,0.5355786429702857,-0.5518023530357472
sentinel2,counterfactual_0005_01,donor,treatment_0005,1,10,P10,2024-08,True,,,,0.06998251495772216,0.0930955842974605,0.0693620495938945,0.38916295999642647,0.25485570304169514,0.13934941584078392,0.702303706740979,-0.6201261342102938
sentinel2,counterfactual_0005_02,donor,treatment_0005,2,1,P01,2023-11,True,,,,0.03579252040779289,0.055755798584501214,0.06905153920785806,0.2328156014421783,0.2612191260521254,0.1550369129459854,0.5352296855049781,-0.618227948234984
sentinel2,counterfactual_0005_02,donor,treatment_0005,2,2,P02,2023-12,True,,,,0.035842711578314354,0.05410961677287343,0.06990005892155764,0.20442050787373836,0.23193545740307014,0.14902264481314886,0.4843368279308434,-0.5841900072735303
sentinel2,counterfactual_0005_02,donor,treatment_0005,2,3,P03,2024-01,True,,,,0.03622098820670287,0.05390159798520004,0.07333763367838339,0.20234591707860403,0.21523864341885326,0.1395505635311949,0.471130820777391,-0.5886410220518216
sentinel2,counterfactual_0005_02,donor,treatment_0005,2,4,P04,2024-02,True,,,,0.04601104313659412,0.06798351150137158,0.08630700923232935,0.22614288810301314,0.27450106383748946,0.18076777772691457,0.44475412067420667,-0.5419793082226779
sentinel2,counterfactual_0005_02,donor,treatment_0005,2,5,P05,2024-03,True,,,,0.050346054378325435,0.07170133821888275,0.07964329981391084,0.2673200373482604,0.27406938559704463,0.17750195080118428,0.5224388227642383,-0.5679105421537898
sentinel2,counterfactual_0005_02,donor,treatment_0005,2,6,P06,2024-04,True,,,,0.0481364621931727,0.08038479573283344,0.0682968974561551,0.342513640846777,0.2596027154280805,0.1474001077090966,0.6495503324957972,-0.6157731060155957
