fill,sensor,seq,period,n_rows,lam,lam_flag,n_leverage_one,kind,r2_ch1,r2_ch2,r2_ch3,r2_ch4,r2_ch5,feature,coef_ch1,coef_ch2,coef_ch3,coef_ch4,coef_ch5
chipmean,sentinel2,20,P20,150,100.0,interior,0.0,r2,-0.009255142696906343,-0.008338759191678235,-0.012842563702689009,-0.014179671682809366,-0.012470453285655889,,,,,,
chipmean,sentinel2,21,P21,150,100.0,interior,0.0,r2,-0.013199442535694618,-0.013319081512714836,-0.017374534058673802,-0.011276612786327463,-0.010587913976028582,,,,,,
histfill,sentinel1,1,P01,71,1000.0,interior,0.0,r2,-0.028720199236826408,-0.028496807474096077,-0.02826255024311196,-0.028514837467847796,-0.029077205259264563,,,,,,
histfill,sentinel1,2,P02,132,1000.0,interior,0.0,r2,-0.014556434446298061,-0.014703345945500696,-0.01520977865876412,-0.014923603496203,-0.01571103622520728,,,,,,
histfill,sentinel1,3,P03,132,1000.0,interior,0.0,r2,-0.015308551330163948,-0.015036137328606565,-0.015276046850832947,-0.014705242859571546,-0.015383012147993523,,,,,,
histfill,sentinel1,4,P04,132,1000.0,interior,0.0,r2,-0.014674843890822173,-0.01458262413549284,-0.015273327225500255,-0.015461755503410292,-0.015434886924911588,,,,,,
histfill,sentinel1,5,P05,132,1000.0,interior,0.0,r2,-0.014764891016485445,-0.0148845174939989,-0.01533223344945913,-0.015316167034940032,-0.015753144805571516,,,,,,
histfill,sentinel1,6,P06,132,1000.0,interior,0.0,r2,-0.014756688021305983,-0.013998267604579638,-0.015131109681615492,-0.015335462285138735,-0.015719282915964267,,,,,,
histfill,sentinel1,7,P07,132,1000.0,interior,0.0,r2,-0.014965445287534976,-0.014709101324687982,-0.014592911766833009,-0.014839814713601187,-0.01569807914570789,,,,,,
histfill,sentinel1,8,P08,132,1000.0,interior,0.0,r2,-0.015270487550528447,-0.015137329633230813,-0.014391358376285466,-0.014804495095916824,-0.015560239410319114,,,,,,
histfill,sentinel1,9,P09,132,1000.0,interior,0.0,r2,-0.01536271574577897,-0.014953397478117438,-0.014524495170939448,-0.014500620901808273,-0.015592805529063308,,,,,,
histfill,sentinel1,9,P09,132,1000.0,,,coef,,,,,,intercept,0.5878193105508247,0.4180192322715988,0.5121002085071851,0.6188847346858641,0.5797825459486957
histfill,sentinel1,9,P09,132,1000.0,,,coef,,,,,,class_21,-0.00016317571668189864,0.0003753940416561334,0.00033485913628156943,-0.000799677848003902,8.963916384440204e-06
histfill,sentinel1,9,P09,132,1000.0,,,coef,,,,,,class_22,3.524625933555724e-18,2.485879539577056e-18,2.9285485132529538e-18,3.663759919501578e-18,3.33733445079077e-18
histfill,sentinel1,9,P09,132,1000.0,,,coef,,,,,,class_42,4.957494673411318e-05,-3.565255209533302e-05,0.0002124153628415902,-5.285491737793087e-05,0.00017627909230239156
histfill,sentinel1,9,P09,132,1000.0,,,coef,,,,,,class_43,7.567396486768235e-05,-0.00010950451466379747,0.0002596399744117389,0.00014368797215248756,0.00024323411024960656
histfill,sentinel1,9,P09,132,1000.0,,,coef,,,,,,class_71,-0.00013266957777626268,8.379376515833237e-06,4.6730226492538654e-05,8.368328120072139e-05,7.910250473986736e-05
histfill,sentinel1,9,P09,132,1000.0,,,coef,,,,,,class_81,-0.0002903351767950597,0.00043437750802593914,8.60861810618013e-05,-0.00023612619515720533,-0.00016718468171055337
histfill,sentinel1,9,P09,132,1000.0,,,coef,,,,,,elevation_m,0.0008289375742364621,-0.0011465342010359785,-0.001559191453243223,0.0015719779091560282,-0.0006082413545568737
histfill,sentinel1,9,P09,132,1000.0,,,coef,,,,,,slope_deg,0.0006676851392927835,-0.0011251887752834998,-0.001334064644108816,0.0011137471783077308,-0.0005912158139801996
histfill,sentinel1,10,P10,132,1000.0,interior,0.0,r2,-0.015127509301891422,-0.015513108711698184,-0.014367179025925693,-0.015229968018961674,-0.01566539430733879,,,,,,
histfill,sentinel1,10,P10,132,1000.0,,,coef,,,,,,intercept,0.5699214132861248,0.4280508369196163,0.5233555772894798,0.615494000483791,0.581657006966136
histfill,sentinel1,10,P10,132,1000.0,,,coef,,,,,,class_21,-9.451287502588535e-05,0.0003014961961074891,0.00027447972589772696,-0.0007869945734221951,7.001679981593186e-05
histfill,sentinel1,10,P10,132,1000.0,,,coef,,,,,,class_22,3.427648068514038e-18,2.5296548693400925e-18,3.0141271835408317e-18,3.679200530122325e-18,3.358971856141143e-18
histfill,sentinel1,10,P10,132,1000.0,,,coef,,,,,,class_42,3.422442249464924e-05,-0.00010768328186278655,0.00016234625307407638,-0.00012418445849152792,0.00015791956448038856
histfill,sentinel1,10,P10,132,1000.0,,,coef,,,,,,class_43,-8.51564727328468e-05,-6.097430158951559e-05,0.00020561073426851733,3.4096438183032366e-05,0.00021280617728798142
histfill,sentinel1,10,P10,132,1000.0,,,coef,,,,,,class_71,-0.00010488937398980808,7.767373385106984e-05,2.4257071168160525e-05,9.476175478696005e-06,6.70746872254286e-05
histfill,sentinel1,10,P10,132,1000.0,,,coef,,,,,,class_81,-0.00015368893765696251,0.00027421340954008537,0.0002488558159870009,0.00010428249137442712,-8.282465514576532e-05
histfill,sentinel1,10,P10,132,1000.0,,,coef,,,,,,elevation_m,0.0005539774477876129,-0.0007012393254584613,-0.001624679851085373,0.0011604924505032954,-0.0007314617089821612
histfill,sentinel1,10,P10,132,1000.0,,,coef,,,,,,slope_deg,0.0006763710086452799,-0.0008501874382378904,-0.0013918160534675346,0.0008849852801679792,-0.0005984064795137692
histfill,sentinel1,11,P11,120,1000.0,interior,0.0,r2,-0.01704230025057115,-0.016330967455649416,-0.015951057363847415,-0.016620776711996386,-0.017257984153758496,,,,,,
histfill,sentinel1,11,P11,120,1000.0,,,coef,,,,,,intercept,0.5715250242574578,0.4276548187285772,0.5302367426480519,0.6322778376200829,0.5815665012919604
histfill,sentinel1,11,P11,120,1000.0,,,coef,,,,,,class_21,-1.6568903294912794e-05,0.000177279924658053,0.0002573243844805732,-0.0006897895606853794,4.2631968942078135e-05
histfill,sentinel1,11,P11,120,1000.0,,,coef,,,,,,class_22,-4.157692385073524e-18,-2.9944537677562147e-18,-3.716370689503944e-18,-4.492302850945182e-18,-4.131673274614265e-18
histfill,sentinel1,11,P11,120,1000.0,,,coef,,,,,,class_42,9.18064493042811e-05,-2.6085641373467677e-05,0.00015283858922360437,-0.00011217568013587304,0.0001303813248628094
histfill,sentinel1,11,P11,120,1000.0,,,coef,,,,,,class_43,1.6744109714655185e-05,6.395231779621777e-05,0.00020663783414576057,6.375158914903784e-05,-1.7652043613419604e-05
histfill,sentinel1,11,P11,120,1000.0,,,coef,,,,,,class_71,-6.261879781617677e-06,6.848564587378278e-05,5.843141558818487e-06,4.862503562320606e-05,3.7900359364671186e-05
