arm,sensor,treatment_site_id,fit_window,donor,weight,largest_donor_weight,effective_donors,n_train_periods
main,sentinel2,treatment_0009,P01-09,counterfactual_0008_03,0.3538469718581011,0.3538469718581011,3.8681758718400823,9
main,sentinel2,treatment_0009,P01-09,counterfactual_0005_02,0.30079941292039564,0.3538469718581011,3.8681758718400823,9
main,sentinel2,treatment_0009,P01-09,counterfactual_0004_05,0.09198239204558638,0.3538469718581011,3.8681758718400823,9
main,sentinel2,treatment_0009,P01-09,counterfactual_0005_03,0.09297677563457026,0.3538469718581011,3.8681758718400823,9
main,sentinel2,treatment_0009,P01-09,counterfactual_0009_03,0.16039444754134655,0.3538469718581011,3.8681758718400823,9
main,sentinel2,treatment_0010,P01-08,counterfactual_0004_04,0.5887023834908558,0.5887023834908558,2.5038975449971272,8
main,sentinel2,treatment_0010,P01-08,counterfactual_0006_03,0.1416520948129743,0.5887023834908558,2.5038975449971272,8
main,sentinel2,treatment_0010,P01-08,counterfactual_0002_02,0.16275312013150856,0.5887023834908558,2.5038975449971272,8
main,sentinel2,treatment_0010,P01-08,counterfactual_0003_03,0.06987757839616186,0.5887023834908558,2.5038975449971272,8
main,sentinel2,treatment_0010,P01-08,counterfactual_0006_01,0.037014823168499474,0.5887023834908558,2.5038975449971272,8
main,sentinel2,treatment_0010,P01-09,counterfactual_0004_04,0.5195878354475084,0.5195878354475084,2.950020196014964,9
main,sentinel2,treatment_0010,P01-09,counterfactual_0006_03,0.1268961008523475,0.5195878354475084,2.950020196014964,9
main,sentinel2,treatment_0010,P01-09,counterfactual_0002_02,0.15786065502290128,0.5195878354475084,2.950020196014964,9
main,sentinel2,treatment_0010,P01-09,counterfactual_0003_03,0.16433366315451145,0.5195878354475084,2.950020196014964,9
main,sentinel2,treatment_0010,P01-09,counterfactual_0006_01,0.0313217455227315,0.5195878354475084,2.950020196014964,9
