treatment_site_id,sensor,period,band,decoded,collab09_cf,err
treatment_0017,sentinel2,before,B12,0.14918433129787445,0.0763990581035614,0.07278527319431305
treatment_0017,sentinel2,before,NDVI,0.5175455808639526,0.846876323223114,-0.3293307423591614
treatment_0017,sentinel2,before,NDWI,-0.4750427007675171,-0.7570810317993164,0.2820383310317993
treatment_0018,sentinel2,before,B2,0.10514816641807556,0.03572802245616913,0.06942014396190643
treatment_0018,sentinel2,before,B3,0.13184021413326263,0.05721127241849899,0.07462894171476364
treatment_0018,sentinel2,before,B4,0.12050256133079529,0.03763733059167862,0.08286523073911667
treatment_0018,sentinel2,before,B8,0.3615039885044098,0.3369496762752533,0.024554312229156494
treatment_0018,sentinel2,before,B11,0.20627690851688385,0.18997527658939362,0.016301631927490234
treatment_0018,sentinel2,before,B12,0.1527177095413208,0.091265968978405,0.0614517405629158
treatment_0018,sentinel2,before,NDVI,0.4999801516532898,0.8004091382026672,-0.30042898654937744
treatment_0018,sentinel2,before,NDWI,-0.46550339460372925,-0.710094690322876,0.24459129571914673
treatment_0019,sentinel2,before,B2,0.10282948613166809,0.029345061630010605,0.07348442450165749
treatment_0019,sentinel2,before,B3,0.13088545203208923,0.048395972698926926,0.08248947933316231
treatment_0019,sentinel2,before,B4,0.11612888425588608,0.027924900874495506,0.08820398338139057
treatment_0019,sentinel2,before,B8,0.36074066162109375,0.3551415503025055,0.005599111318588257
treatment_0019,sentinel2,before,B11,0.19992072880268097,0.17095564305782318,0.028965085744857788
treatment_0019,sentinel2,before,B12,0.14759157598018646,0.0733046904206276,0.07428688555955887
treatment_0019,sentinel2,before,NDVI,0.5129372477531433,0.8535107374191284,-0.3405734896659851
treatment_0019,sentinel2,before,NDWI,-0.46752113103866577,-0.7596300840377808,0.292108952999115
treatment_0020,sentinel2,before,B2,0.09109785407781601,0.034752145409584045,0.056345708668231964
treatment_0020,sentinel2,before,B3,0.11898540705442429,0.054384395480155945,0.06460101157426834
treatment_0020,sentinel2,before,B4,0.11273296177387238,0.032052941620349884,0.08068002015352249
treatment_0020,sentinel2,before,B8,0.37055155634880066,0.3545186221599579,0.016032934188842773
treatment_0020,sentinel2,before,B11,0.20104603469371796,0.18019919097423553,0.020846843719482422
treatment_0020,sentinel2,before,B12,0.14521907269954681,0.07974112778902054,0.06547794491052628
treatment_0020,sentinel2,before,NDVI,0.533448338508606,0.8337373733520508,-0.3002890348434448
treatment_0020,sentinel2,before,NDWI,-0.5138606429100037,-0.7333916425704956,0.21953099966049194
treatment_0021,sentinel2,before,B2,0.10270541906356812,0.036527711898088455,0.06617770716547966
treatment_0021,sentinel2,before,B3,0.12625698745250702,0.05561463534832001,0.07064235210418701
treatment_0021,sentinel2,before,B4,0.11573349684476852,0.03526098281145096,0.08047251403331757
treatment_0021,sentinel2,before,B8,0.3578473627567291,0.3327987790107727,0.02504858374595642
treatment_0021,sentinel2,before,B11,0.1977291852235794,0.18532779812812805,0.012401387095451355
treatment_0021,sentinel2,before,B12,0.14333294332027435,0.08460523933172226,0.058727703988552094
treatment_0021,sentinel2,before,NDVI,0.511246919631958,0.8038973212242126,-0.29265040159225464
treatment_0021,sentinel2,before,NDWI,-0.47838616371154785,-0.7078298330307007,0.22944366931915283
treatment_0022,sentinel2,before,B2,0.10225645452737808,0.03797459602355957,0.06428185850381851
treatment_0022,sentinel2,before,B3,0.13051724433898926,0.05835053697228432,0.07216670736670494
treatment_0022,sentinel2,before,B4,0.11768709868192673,0.035264354199171066,0.08242274448275566
treatment_0022,sentinel2,before,B8,0.3541434109210968,0.33340322971343994,0.02074018120765686
treatment_0022,sentinel2,before,B11,0.2010563760995865,0.18937036395072937,0.011686012148857117
treatment_0022,sentinel2,before,B12,0.14223383367061615,0.08639324456453323,0.055840589106082916
treatment_0022,sentinel2,before,NDVI,0.5011441111564636,0.801380455493927,-0.3002363443374634
treatment_0022,sentinel2,before,NDWI,-0.461395263671875,-0.6936556696891785,0.23226040601730347
treatment_0023,sentinel2,before,B2,0.10798761993646622,0.039750225841999054,0.06823739409446716
treatment_0023,sentinel2,before,B3,0.1342882364988327,0.06202523410320282,0.07226300239562988
treatment_0023,sentinel2,before,B4,0.1248936727643013,0.04241642728447914,0.08247724547982216
treatment_0023,sentinel2,before,B8,0.36522307991981506,0.3482705056667328,0.016952574253082275
treatment_0023,sentinel2,before,B11,0.20502041280269623,0.21466444432735443,-0.009644031524658203
treatment_0023,sentinel2,before,B12,0.15059196949005127,0.1041475310921669,0.04644443839788437
treatment_0023,sentinel2,before,NDVI,0.4903421103954315,0.7840561270713806,-0.2937140166759491
treatment_0023,sentinel2,before,NDWI,-0.4623067378997803,-0.6978387236595154,0.2355319857597351
treatment_0024,sentinel2,before,B2,0.10446866601705551,0.03128154203295708,0.07318712398409843
treatment_0024,sentinel2,before,B3,0.13123801350593567,0.05045275762677193,0.08078525587916374
treatment_0024,sentinel2,before,B4,0.1192469522356987,0.029014483094215393,0.0902324691414833
treatment_0024,sentinel2,before,B8,0.36982548236846924,0.3993520736694336,-0.029526591300964355
treatment_0024,sentinel2,before,B11,0.20509585738182068,0.18375587463378906,0.021339982748031616
treatment_0024,sentinel2,before,B12,0.14913666248321533,0.07687794417142868,0.07225871831178665
treatment_0024,sentinel2,before,NDVI,0.5123456716537476,0.8635977506637573,-0.35125207901000977
treatment_0024,sentinel2,before,NDWI,-0.4761512279510498,-0.774946928024292,0.2987957000732422
treatment_0025,sentinel2,before,B2,0.09933493286371231,0.028730100020766258,0.07060483284294605
treatment_0025,sentinel2,before,B3,0.12743663787841797,0.04763133451342583,0.07980530336499214
treatment_0025,sentinel2,before,B4,0.11983612924814224,0.028888676315546036,0.0909474529325962
treatment_0025,sentinel2,before,B8,0.37328964471817017,0.3395729660987854,0.033716678619384766
treatment_0025,sentinel2,before,B11,0.20110994577407837,0.16658923029899597,0.0345207154750824
treatment_0025,sentinel2,before,B12,0.15136903524398804,0.07155199348926544,0.0798170417547226
treatment_0025,sentinel2,before,NDVI,0.5139594674110413,0.8388461470603943,-0.324886679649353
treatment_0025,sentinel2,before,NDWI,-0.4909747242927551,-0.7491306662559509,0.2581559419631958
treatment_0027,sentinel2,before,B2,0.10809758305549622,0.041851889342069626,0.06624569371342659
treatment_0027,sentinel2,before,B3,0.13385440409183502,0.06041252240538597,0.07344188168644905
treatment_0027,sentinel2,before,B4,0.12251848727464676,0.04046448692679405,0.0820540003478527
treatment_0027,sentinel2,before,B8,0.3664194941520691,0.3154095411300659,0.051009953022003174
treatment_0027,sentinel2,before,B11,0.20522621273994446,0.18042577803134918,0.024800434708595276
treatment_0027,sentinel2,before,B12,0.15171611309051514,0.08762717247009277,0.06408894062042236
treatment_0027,sentinel2,before,NDVI,0.4988305866718292,0.756636917591095,-0.25780633091926575
treatment_0027,sentinel2,before,NDWI,-0.46486079692840576,-0.6594650149345398,0.19460421800613403
treatment_0001,sentinel2,after,B2,0.04781627282500267,0.028006011620163918,0.019810261204838753
treatment_0001,sentinel2,after,B3,0.07043226063251495,0.055711258202791214,0.01472100242972374
treatment_0001,sentinel2,after,B4,0.049779683351516724,0.04394327849149704,0.005836404860019684
treatment_0001,sentinel2,after,B8,0.2905867397785187,0.32163748145103455,-0.03105074167251587
treatment_0001,sentinel2,after,B11,0.1626916378736496,0.22047165036201477,-0.05778001248836517
treatment_0001,sentinel2,after,B12,0.09104470163583755,0.11578143388032913,-0.024736732244491577
treatment_0001,sentinel2,after,NDVI,0.7075096964836121,0.7537252306938171,-0.04621553421020508
treatment_0001,sentinel2,after,NDWI,-0.6098030209541321,-0.7035550475120544,0.09375202655792236
treatment_0002,sentinel2,after,B2,0.04914986342191696,0.02337825298309326,0.0257716104388237
treatment_0002,sentinel2,after,B3,0.07420755922794342,0.0479525588452816,0.02625500038266182
treatment_0002,sentinel2,after,B4,0.054590292274951935,0.04060139134526253,0.013988900929689407
treatment_0002,sentinel2,after,B8,0.2977379262447357,0.2873460352420807,0.01039189100265503
treatment_0002,sentinel2,after,B11,0.15373295545578003,0.20041082799434662,-0.04667787253856659
treatment_0002,sentinel2,after,B12,0.08600326627492905,0.10418737679719925,-0.018184110522270203
treatment_0002,sentinel2,after,NDVI,0.6901153922080994,0.7508351802825928,-0.06071978807449341
treatment_0002,sentinel2,after,NDWI,-0.6009551286697388,-0.7166587114334106,0.11570358276367188
treatment_0003,sentinel2,after,B2,0.04727063700556755,0.016270428895950317,0.031000208109617233
treatment_0003,sentinel2,after,B3,0.07492759078741074,0.040311217308044434,0.0346163734793663
treatment_0003,sentinel2,after,B4,0.05193401500582695,0.03033326379954815,0.0216007512062788
treatment_0003,sentinel2,after,B8,0.2934650778770447,0.29197704792022705,0.001488029956817627
treatment_0003,sentinel2,after,B11,0.15532228350639343,0.16643035411834717,-0.011108070611953735
treatment_0003,sentinel2,after,B12,0.08422588557004929,0.0761355459690094,0.008090339601039886
treatment_0003,sentinel2,after,NDVI,0.6992910504341125,0.8064833283424377,-0.1071922779083252
treatment_0003,sentinel2,after,NDWI,-0.5932102203369141,-0.7562352418899536,0.16302502155303955
treatment_0004,sentinel2,after,B2,0.04041063040494919,0.01977732963860035,0.02063330076634884
treatment_0004,sentinel2,after,B3,0.0679829865694046,0.041961923241615295,0.026021063327789307
treatment_0004,sentinel2,after,B4,0.05044613033533096,0.03154544159770012,0.018900688737630844
treatment_0004,sentinel2,after,B8,0.292880117893219,0.2793276309967041,0.013552486896514893
treatment_0004,sentinel2,after,B11,0.15694382786750793,0.1761469691991806,-0.01920314133167267
treatment_0004,sentinel2,after,B12,0.08329636603593826,0.0837077796459198,-0.00041141360998153687
treatment_0004,sentinel2,after,NDVI,0.7061502933502197,0.7794428467750549,-0.0732925534248352
treatment_0004,sentinel2,after,NDWI,-0.623213529586792,-0.7208911776542664,0.09767764806747437
treatment_0005,sentinel2,after,B2,0.04932465776801109,0.02355303429067135,0.025771623477339745
treatment_0005,sentinel2,after,B3,0.07311582565307617,0.04858063533902168,0.02453519031405449
treatment_0005,sentinel2,after,B4,0.05262460932135582,0.037885136902332306,0.014739472419023514
treatment_0005,sentinel2,after,B8,0.2953396737575531,0.3002687990665436,-0.0049291253089904785
treatment_0005,sentinel2,after,B11,0.15978336334228516,0.19614580273628235,-0.03636243939399719
treatment_0005,sentinel2,after,B12,0.08635982871055603,0.09755279123783112,-0.011192962527275085
treatment_0005,sentinel2,after,NDVI,0.6975250840187073,0.7799553871154785,-0.08243030309677124
treatment_0005,sentinel2,after,NDWI,-0.6031079888343811,-0.7245727777481079,0.1214647889137268
treatment_0006,sentinel2,after,B2,0.0508878119289875,0.018690237775444984,0.03219757415354252
treatment_0006,sentinel2,after,B3,0.07732926309108734,0.040713660418987274,0.03661560267210007
treatment_0006,sentinel2,after,B4,0.05576238036155701,0.038700055330991745,0.017062325030565262
treatment_0006,sentinel2,after,B8,0.2944110929965973,0.25418105721473694,0.04023003578186035
treatment_0006,sentinel2,after,B11,0.1636189967393875,0.18327321112155914,-0.01965421438217163
treatment_0006,sentinel2,after,B12,0.08865432441234589,0.09241927415132523,-0.0037649497389793396
treatment_0006,sentinel2,after,NDVI,0.6815168261528015,0.7329200506210327,-0.0514032244682312
treatment_0006,sentinel2,after,NDWI,-0.5839471817016602,-0.7231673002243042,0.13922011852264404
treatment_0007,sentinel2,after,B2,0.052959930151700974,0.01891424134373665,0.034045688807964325
treatment_0007,sentinel2,after,B3,0.0775357186794281,0.0419902540743351,0.035545464605093
treatment_0007,sentinel2,after,B4,0.05995328724384308,0.031989749521017075,0.027963537722826004
treatment_0007,sentinel2,after,B8,0.2995770573616028,0.28757402300834656,0.012003034353256226
treatment_0007,sentinel2,after,B11,0.1623939424753189,0.19357597827911377,-0.03118203580379486
treatment_0007,sentinel2,after,B12,0.09211207181215286,0.0912691205739975,0.000842951238155365
treatment_0007,sentinel2,after,NDVI,0.6664864420890808,0.7989626526832581,-0.13247621059417725
treatment_0007,sentinel2,after,NDWI,-0.588781476020813,-0.7450318932533264,0.15625041723251343
treatment_0008,sentinel2,after,B2,0.05111211538314819,0.022629687562584877,0.028482427820563316
treatment_0008,sentinel2,after,B3,0.07701286673545837,0.04682217538356781,0.030190691351890564
treatment_0008,sentinel2,after,B4,0.05587994307279587,0.038229525089263916,0.017650417983531952
treatment_0008,sentinel2,after,B8,0.2980356812477112,0.2914397716522217,0.006595909595489502
treatment_0008,sentinel2,after,B11,0.16068130731582642,0.2050357162952423,-0.044354408979415894
treatment_0008,sentinel2,after,B12,0.08849995583295822,0.1037183627486229,-0.015218406915664673
treatment_0008,sentinel2,after,NDVI,0.6842422485351562,0.7673143744468689,-0.08307212591171265
treatment_0008,sentinel2,after,NDWI,-0.5893157720565796,-0.7239552736282349,0.13463950157165527
treatment_0009,sentinel2,after,B2,0.048448894172906876,0.02101062424480915,0.027438269928097725
treatment_0009,sentinel2,after,B3,0.07522548735141754,0.04441336542367935,0.03081212192773819
treatment_0009,sentinel2,after,B4,0.05802278220653534,0.03531695529818535,0.02270582690834999
treatment_0009,sentinel2,after,B8,0.30127716064453125,0.28725433349609375,0.0140228271484375
treatment_0009,sentinel2,after,B11,0.16334137320518494,0.1942555159330368,-0.030914142727851868
treatment_0009,sentinel2,after,B12,0.09352999180555344,0.09545869380235672,-0.0019287019968032837
treatment_0009,sentinel2,after,NDVI,0.6770370006561279,0.7821403741836548,-0.10510337352752686
treatment_0009,sentinel2,after,NDWI,-0.6003919839859009,-0.7335770130157471,0.1331850290298462
treatment_0010,sentinel2,after,B2,0.05816328153014183,0.022451449185609818,0.03571183234453201
treatment_0010,sentinel2,after,B3,0.08134273439645767,0.04753825068473816,0.03380448371171951
treatment_0010,sentinel2,after,B4,0.06367756426334381,0.03769679740071297,0.025980766862630844
treatment_0010,sentinel2,after,B8,0.30685704946517944,0.2900211811065674,0.01683586835861206
treatment_0010,sentinel2,after,B11,0.17190304398536682,0.20300915837287903,-0.031106114387512207
treatment_0010,sentinel2,after,B12,0.0990542396903038,0.10310274362564087,-0.004048503935337067
treatment_0010,sentinel2,after,NDVI,0.6563080549240112,0.7688590884208679,-0.11255103349685669
treatment_0010,sentinel2,after,NDWI,-0.580910325050354,-0.7190333604812622,0.1381230354309082
treatment_0011,sentinel2,after,B2,0.04580976441502571,0.022748295217752457,0.023061469197273254
treatment_0011,sentinel2,after,B3,0.07399364560842514,0.047218985855579376,0.026774659752845764
treatment_0011,sentinel2,after,B4,0.05250990018248558,0.040185149759054184,0.012324750423431396
treatment_0011,sentinel2,after,B8,0.294586181640625,0.2836303412914276,0.010955840349197388
treatment_0011,sentinel2,after,B11,0.16573742032051086,0.2105051726102829,-0.044767752289772034
treatment_0011,sentinel2,after,B12,0.08995811641216278,0.10737662762403488,-0.0174185112118721
treatment_0011,sentinel2,after,NDVI,0.697431206703186,0.7554543614387512,-0.058023154735565186
treatment_0011,sentinel2,after,NDWI,-0.5984717607498169,-0.717478334903717,0.11900657415390015
treatment_0012,sentinel2,after,B2,0.044123414903879166,0.017334813252091408,0.026788601651787758
treatment_0012,sentinel2,after,B3,0.07211296260356903,0.03952048718929291,0.03259247541427612
treatment_0012,sentinel2,after,B4,0.05222596973180771,0.03142683580517769,0.02079913392663002
treatment_0012,sentinel2,after,B8,0.2910430431365967,0.26821771264076233,0.02282533049583435
treatment_0012,sentinel2,after,B11,0.1680988073348999,0.18686263263225555,-0.018763825297355652
treatment_0012,sentinel2,after,B12,0.0930272713303566,0.08900416642427444,0.004023104906082153
treatment_0012,sentinel2,after,NDVI,0.695723295211792,0.7896570563316345,-0.09393376111984253
treatment_0012,sentinel2,after,NDWI,-0.602845311164856,-0.7432757616043091,0.14043045043945312
treatment_0013,sentinel2,after,B2,0.04962421953678131,0.01906890980899334,0.03055530972778797
treatment_0013,sentinel2,after,B3,0.07490206509828568,0.04336211457848549,0.031539950519800186
treatment_0013,sentinel2,after,B4,0.053900353610515594,0.03338632360100746,0.020514030009508133
treatment_0013,sentinel2,after,B8,0.2927669584751129,0.300875723361969,-0.008108764886856079
treatment_0013,sentinel2,after,B11,0.1541934460401535,0.19547344744205475,-0.041280001401901245
treatment_0013,sentinel2,after,B12,0.08555470407009125,0.0916130542755127,-0.006058350205421448
treatment_0013,sentinel2,after,NDVI,0.6890370845794678,0.7961945533752441,-0.10715746879577637
treatment_0013,sentinel2,after,NDWI,-0.5925478935241699,-0.7472057938575745,0.15465790033340454
treatment_0014,sentinel2,after,B2,0.053109459578990936,0.021174229681491852,0.031935229897499084
treatment_0014,sentinel2,after,B3,0.07577510923147202,0.04479050636291504,0.030984602868556976
treatment_0014,sentinel2,after,B4,0.05488424375653267,0.03463927283883095,0.02024497091770172
treatment_0014,sentinel2,after,B8,0.300443559885025,0.2792761027812958,0.021167457103729248
treatment_0014,sentinel2,after,B11,0.16437436640262604,0.19592362642288208,-0.03154926002025604
treatment_0014,sentinel2,after,B12,0.09293914586305618,0.09520015120506287,-0.0022610053420066833
treatment_0014,sentinel2,after,NDVI,0.6910911798477173,0.7787970304489136,-0.08770585060119629
treatment_0014,sentinel2,after,NDWI,-0.5971653461456299,-0.722954273223877,0.12578892707824707
treatment_0015,sentinel2,after,B2,0.050427600741386414,0.01667521521449089,0.03375238552689552
treatment_0015,sentinel2,after,B3,0.07618308067321777,0.039467476308345795,0.03671560436487198
treatment_0015,sentinel2,after,B4,0.05621456727385521,0.03141661733388901,0.024797949939966202
treatment_0015,sentinel2,after,B8,0.3002639710903168,0.26638156175613403,0.03388240933418274
treatment_0015,sentinel2,after,B11,0.16357600688934326,0.16548679769039154,-0.0019107908010482788
treatment_0015,sentinel2,after,B12,0.09164765477180481,0.07916886359453201,0.012478791177272797
treatment_0015,sentinel2,after,NDVI,0.6846206188201904,0.775723934173584,-0.09110331535339355
treatment_0015,sentinel2,after,NDWI,-0.5952430367469788,-0.7272000908851624,0.1319570541381836
treatment_0016,sentinel2,after,B2,0.052247554063797,0.019004972651600838,0.03324258141219616
treatment_0016,sentinel2,after,B3,0.07758097350597382,0.04188721626996994,0.035693757236003876
treatment_0016,sentinel2,after,B4,0.06004854291677475,0.0361325666308403,0.023915976285934448
treatment_0016,sentinel2,after,B8,0.2991141974925995,0.26734262704849243,0.031771570444107056
treatment_0016,sentinel2,after,B11,0.16716249287128448,0.18421120941638947,-0.01704871654510498
treatment_0016,sentinel2,after,B12,0.09285186231136322,0.09203559905290604,0.0008162632584571838
treatment_0016,sentinel2,after,NDVI,0.6655970811843872,0.7532514929771423,-0.08765441179275513
treatment_0016,sentinel2,after,NDWI,-0.5880722403526306,-0.7232738137245178,0.1352015733718872
treatment_0017,sentinel2,after,B2,0.046079449355602264,0.017179714515805244,0.02889973483979702
treatment_0017,sentinel2,after,B3,0.07152948528528214,0.039364129304885864,0.03216535598039627
treatment_0017,sentinel2,after,B4,0.049617476761341095,0.03447820618748665,0.015139270573854446
treatment_0017,sentinel2,after,B8,0.2900834083557129,0.262217253446579,0.02786615490913391
treatment_0017,sentinel2,after,B11,0.16034449636936188,0.18079471588134766,-0.02045021951198578
treatment_0017,sentinel2,after,B12,0.08791062980890274,0.08975651115179062,-0.0018458813428878784
treatment_0017,sentinel2,after,NDVI,0.7079055309295654,0.765241801738739,-0.057336270809173584
treatment_0017,sentinel2,after,NDWI,-0.6043835878372192,-0.7385681867599487,0.1341845989227295
treatment_0018,sentinel2,after,B2,0.04956524074077606,0.021612554788589478,0.027952685952186584
treatment_0018,sentinel2,after,B3,0.07561348378658295,0.04447140172123909,0.031142082065343857
treatment_0018,sentinel2,after,B4,0.057315826416015625,0.03896031528711319,0.018355511128902435
treatment_0018,sentinel2,after,B8,0.29561957716941833,0.2582351565361023,0.03738442063331604
treatment_0018,sentinel2,after,B11,0.16039635241031647,0.18950103223323822,-0.029104679822921753
treatment_0018,sentinel2,after,B12,0.09291443228721619,0.10000413656234741,-0.007089704275131226
treatment_0018,sentinel2,after,NDVI,0.67520672082901,0.741004467010498,-0.06579774618148804
treatment_0018,sentinel2,after,NDWI,-0.5926200151443481,-0.7095678448677063,0.11694782972335815
treatment_0019,sentinel2,after,B2,0.048126209527254105,0.01583658531308174,0.03228962421417236
treatment_0019,sentinel2,after,B3,0.07636237889528275,0.03894883021712303,0.037413548678159714
treatment_0019,sentinel2,after,B4,0.05269971117377281,0.03193650022149086,0.020763210952281952
treatment_0019,sentinel2,after,B8,0.29514411091804504,0.2715802788734436,0.02356383204460144
treatment_0019,sentinel2,after,B11,0.15679492056369781,0.17245997488498688,-0.015665054321289062
treatment_0019,sentinel2,after,B12,0.08489563316106796,0.08288753777742386,0.002008095383644104
treatment_0019,sentinel2,after,NDVI,0.6969904899597168,0.787148118019104,-0.09015762805938721
treatment_0019,sentinel2,after,NDWI,-0.5888915657997131,-0.7492198348045349,0.16032826900482178
treatment_0020,sentinel2,after,B2,0.042629435658454895,0.01816844381392002,0.024460991844534874
treatment_0020,sentinel2,after,B3,0.06907523423433304,0.0399484820663929,0.02912675216794014
treatment_0020,sentinel2,after,B4,0.0525687038898468,0.034245166927576065,0.018323536962270737
treatment_0020,sentinel2,after,B8,0.2994222342967987,0.2598520815372467,0.039570152759552
treatment_0020,sentinel2,after,B11,0.16361944377422333,0.17312349379062653,-0.009504050016403198
treatment_0020,sentinel2,after,B12,0.0885365754365921,0.08484204858541489,0.0036945268511772156
treatment_0020,sentinel2,after,NDVI,0.7013110518455505,0.7655441761016846,-0.06423312425613403
treatment_0020,sentinel2,after,NDWI,-0.6250826120376587,-0.7337251901626587,0.108642578125
treatment_0021,sentinel2,after,B2,0.050191931426525116,0.01970326341688633,0.030488668009638786
treatment_0021,sentinel2,after,B3,0.07351367175579071,0.040846750140190125,0.032666921615600586
treatment_0021,sentinel2,after,B4,0.05580468103289604,0.03472168743610382,0.02108299359679222
treatment_0021,sentinel2,after,B8,0.29366937279701233,0.250261515378952,0.0434078574180603
treatment_0021,sentinel2,after,B11,0.15559160709381104,0.17308485507965088,-0.017493247985839844
treatment_0021,sentinel2,after,B12,0.0887027308344841,0.0860777497291565,0.002624981105327606
treatment_0021,sentinel2,after,NDVI,0.6806991696357727,0.7508216500282288,-0.07012248039245605
treatment_0021,sentinel2,after,NDWI,-0.5996013879776001,-0.7133053541183472,0.11370396614074707
treatment_0022,sentinel2,after,B2,0.04831085726618767,0.02180945873260498,0.026501398533582687
treatment_0022,sentinel2,after,B3,0.0745861753821373,0.04272560402750969,0.03186057135462761
treatment_0022,sentinel2,after,B4,0.05381748080253601,0.0360441729426384,0.017773307859897614
treatment_0022,sentinel2,after,B8,0.29302898049354553,0.24280351400375366,0.05022546648979187
treatment_0022,sentinel2,after,B11,0.15783213078975677,0.1774483025074005,-0.019616171717643738
treatment_0022,sentinel2,after,B12,0.08434159308671951,0.09001319855451584,-0.005671605467796326
treatment_0022,sentinel2,after,NDVI,0.689704954624176,0.734469473361969,-0.04476451873779297
treatment_0022,sentinel2,after,NDWI,-0.5942162871360779,-0.6927495002746582,0.09853321313858032
treatment_0023,sentinel2,after,B2,0.05181179195642471,0.02519889734685421,0.026612894609570503
treatment_0023,sentinel2,after,B3,0.07678785920143127,0.04989459738135338,0.026893261820077896
treatment_0023,sentinel2,after,B4,0.059390921145677567,0.03905583918094635,0.020335081964731216
treatment_0023,sentinel2,after,B8,0.29947832226753235,0.30219557881355286,-0.002717256546020508
treatment_0023,sentinel2,after,B11,0.15787644684314728,0.20374764502048492,-0.045871198177337646
treatment_0023,sentinel2,after,B12,0.08918453007936478,0.10295882076025009,-0.013774290680885315
treatment_0023,sentinel2,after,NDVI,0.669012188911438,0.7706766128540039,-0.10166442394256592
treatment_0023,sentinel2,after,NDWI,-0.5918331742286682,-0.7173312306404114,0.12549805641174316
treatment_0024,sentinel2,after,B2,0.051100581884384155,0.016359103843569756,0.0347414780408144
treatment_0024,sentinel2,after,B3,0.07671721279621124,0.0399128682911396,0.03680434450507164
treatment_0024,sentinel2,after,B4,0.05491476505994797,0.03689510375261307,0.0180196613073349
treatment_0024,sentinel2,after,B8,0.29769450426101685,0.27495965361595154,0.022734850645065308
treatment_0024,sentinel2,after,B11,0.1606413573026657,0.18082904815673828,-0.02018769085407257
treatment_0024,sentinel2,after,B12,0.08682067692279816,0.08765627443790436,-0.0008355975151062012
treatment_0024,sentinel2,after,NDVI,0.6885353922843933,0.7591213583946228,-0.07058596611022949
treatment_0024,sentinel2,after,NDWI,-0.5901916027069092,-0.7441803812980652,0.153988778591156
treatment_0025,sentinel2,after,B2,0.04696344956755638,0.015160763636231422,0.03180268593132496
treatment_0025,sentinel2,after,B3,0.07396764308214188,0.03801973909139633,0.035947903990745544
treatment_0025,sentinel2,after,B4,0.05559076741337776,0.030469419434666634,0.025121347978711128
treatment_0025,sentinel2,after,B8,0.2998095452785492,0.2664465606212616,0.0333629846572876
treatment_0025,sentinel2,after,B11,0.15788452327251434,0.16420868039131165,-0.006324157118797302
treatment_0025,sentinel2,after,B12,0.08873100578784943,0.07725463807582855,0.011476367712020874
treatment_0025,sentinel2,after,NDVI,0.687163233757019,0.7867098450660706,-0.09954661130905151
treatment_0025,sentinel2,after,NDWI,-0.6042017936706543,-0.7423084378242493,0.13810664415359497
treatment_0027,sentinel2,after,B2,0.05202266946434975,0.025956707075238228,0.02606596238911152
treatment_0027,sentinel2,after,B3,0.07634536921977997,0.04618719965219498,0.03015816956758499
treatment_0027,sentinel2,after,B4,0.05610744282603264,0.04278873652219772,0.013318706303834915
treatment_0027,sentinel2,after,B8,0.29751765727996826,0.22459574043750763,0.07292191684246063
treatment_0027,sentinel2,after,B11,0.15896832942962646,0.1772351861000061,-0.01826685667037964
treatment_0027,sentinel2,after,B12,0.08981196582317352,0.09673785418272018,-0.006925888359546661
treatment_0027,sentinel2,after,NDVI,0.682685136795044,0.6585509181022644,0.02413421869277954
treatment_0027,sentinel2,after,NDWI,-0.5915760397911072,-0.6324103474617004,0.04083430767059326
